GENE	S_alburnoides%Sq_AA_rep1	S_alburnoides%Sq_AA_rep2	S_alburnoides_allo%Sq_PAA_rep1	S_alburnoides_allo%Sq_PAA_rep2	S_pyrenaicus%Sq_PP_rep1	S_pyrenaicus%Sq_PP_rep2
CVRK01037199.1	1048	977	12	14	12	14
CVRK01037200.1	0	0	0	0	2	2
CVRK01037201.1	3	2	8	6	0	0
CVRK01037202.1	8	12	1	2	0	0
CVRK01037203.1	10	15	2	1	1	1
CVRK01037204.1	101	96	26	27	7	5
CVRK01037205.1	25	22	12	6	0	4
CVRK01037206.1	59	56	8	6	2	2
CVRK01037207.1	17	22	17	16	6	3
CVRK01037208.1	30	30	20	13	5	4
CVRK01037209.1	200	208	35	31	9	5
CVRK01037210.1	1	0	0	0	0	0
CVRK01037211.1	1	1	0	0	0	0
CVRK01037212.1	145	128	9	9	1	1
CVRK01037213.1	12	11	3	3	5	1
CVRK01037214.1	887	848	664	628	855	835
CVRK01037215.1	11	11	10	16	11	4
CVRK01037216.1	118	120	51	52	29	26
CVRK01037217.1	84	73	17	21	22	20
CVRK01037218.1	3	3	1	1	0	0
CVRK01037219.1	7	7	8	6	3	2
CVRK01037220.1	3	3	0	0	0	0
CVRK01037221.1	54	50	16	15	17	17
CVRK01037222.1	3	0	1	1	0	1
CVRK01037223.1	8	8	10	10	6	6
CVRK01037224.1	27	32	5	5	7	6
CVRK01037225.1	0	0	2	3	0	0
CVRK01037226.1	0	0	0	0	0	0
CVRK01037227.1	12	18	9	12	9	7
CVRK01037228.1	25	22	3	7	1	0
CVRK01037229.1	3	1	0	0	1	0
CVRK01037231.1	10	15	5	3	0	0
CVRK01037232.1	17	11	13	16	5	5
CVRK01037233.1	52	50	21	16	4	4
CVRK01037234.1	7	4	0	0	2	4
CVRK01037236.1	5	3	2	4	2	2
CVRK01037237.1	1640	1616	2516	2423	3109	3062
CVRK01037238.1	0	1	0	0	0	0
CVRK01037239.1	32	22	16	20	4	10
CVRK01037240.1	217	208	148	150	196	196
CVRK01037241.1	0	0	0	0	0	0
CVRK01037243.1	0	0	0	0	1	1
CVRK01037244.1	10	5	22	25	14	14
CVRK01037245.1	7	7	3	3	2	2
CVRK01037246.1	0	0	0	0	0	0
CVRK01037247.1	0	0	0	0	0	0
CVRK01037248.1	200	192	168	161	242	216
CVRK01037249.1	158	137	97	95	82	81
CVRK01037250.1	203	179	156	161	83	81
CVRK01037251.1	30	30	38	41	22	25
CVRK01037252.1	16	15	3	6	2	4
CVRK01037253.1	45	47	202	192	63	64
CVRK01037254.1	0	0	0	0	0	0
CVRK01037255.1	0	0	0	0	0	0
CVRK01037256.1	7	8	0	0	0	0
CVRK01037257.1	0	0	0	0	1	0
CVRK01037258.1	27	30	7	6	7	8
CVRK01037259.1	0	0	0	0	0	0
CVRK01037260.1	306	288	155	156	140	129
CVRK01037261.1	15	12	9	10	5	4
CVRK01037262.1	373	363	38	38	14	14
CVRK01037263.1	0	0	0	0	0	0
CVRK01037264.1	32	28	8	8	1	1
CVRK01037265.1	7	7	39	43	3	6
CVRK01037266.1	1	0	1	2	0	0
CVRK01037267.1	146	115	79	73	19	16
CVRK01037268.1	87	106	13	13	14	10
CVRK01037269.1	0	0	0	0	3	3
CVRK01037270.1	2	0	0	1	0	0
CVRK01037271.1	0	0	0	0	0	0
CVRK01037272.1	320	315	1797	1768	1322	1340
CVRK01037273.1	102	107	90	73	39	37
CVRK01037274.1	0	0	0	0	0	0
CVRK01037275.1	102	105	174	171	75	69
CVRK01037276.1	33	30	41	35	0	0
CVRK01037277.1	0	0	0	0	0	0
CVRK01037278.1	6	4	0	0	1	2
CVRK01037279.1	19	26	52	48	5	6
CVRK01037280.1	1	1	0	0	0	0
CVRK01037282.1	229	220	118	129	32	30
CVRK01037283.1	119	114	129	128	79	86
CVRK01037284.1	0	0	0	0	0	0
CVRK01037285.1	0	0	0	0	0	0
CVRK01037286.1	2	2	0	0	0	0
CVRK01037287.1	2	3	1	2	1	1
CVRK01037288.1	416	397	367	371	137	131
CVRK01037289.1	0	0	1	0	1	4
CVRK01037290.1	130	138	21	17	2	2
CVRK01037291.1	30	32	29	28	10	12
CVRK01037292.1	11	21	17	18	2	1
CVRK01037293.1	16	19	11	11	32	30
CVRK01037294.1	51	41	175	161	89	73
CVRK01037295.1	7	8	0	0	0	0
CVRK01037296.1	67	62	27	26	1	1
CVRK01037297.1	2	2	2	1	0	0
CVRK01037298.1	34	32	15	13	7	7
CVRK01037299.1	6	7	3	4	1	1
CVRK01037300.1	94	83	5	4	0	0
CVRK01037301.1	0	0	46	39	0	0
CVRK01037302.1	493	491	382	387	250	218
CVRK01037303.1	69	66	22	21	1	1
CVRK01037304.1	6	7	7	7	1	3
CVRK01037305.1	360	360	147	143	218	212
CVRK01037306.1	18	18	33	37	185	186
CVRK01037307.1	43	53	25	21	11	8
CVRK01037308.1	16	10	14	15	9	9
CVRK01037309.1	246	251	131	123	23	27
CVRK01037310.1	129	122	150	151	110	113
CVRK01037311.1	0	0	1	2	0	0
CVRK01037312.1	1142	1128	1190	1143	2543	2481
CVRK01037313.1	16	16	7	12	8	6
CVRK01037314.1	0	2	0	0	0	0
CVRK01037315.1	0	0	0	1	1	2
CVRK01037316.1	1	3	0	0	0	0
CVRK01037317.1	0	1	0	0	0	0
CVRK01037318.1	2317	2244	1843	1801	1387	1365
CVRK01037319.1	0	0	0	0	0	0
CVRK01037320.1	1	10	6	8	2	4
CVRK01037321.1	0	0	2	4	0	0
CVRK01037322.1	2	3	7	9	0	0
CVRK01037323.1	32	24	23	15	10	20
CVRK01037324.1	191	192	235	229	171	166
CVRK01037325.1	1	4	3	1	0	1
CVRK01037326.1	8	3	0	0	1	1
CVRK01037327.1	2	1	0	0	0	0
CVRK01037328.1	4	4	0	0	1	2
CVRK01037329.1	58	60	7	7	12	13
CVRK01037330.1	6	7	1	1	0	0
CVRK01037331.1	0	0	0	0	0	0
CVRK01037332.1	66	62	93	86	120	115
CVRK01037333.1	29	27	12	7	0	0
CVRK01037334.1	0	0	0	0	0	0
CVRK01037335.1	4	4	0	0	0	0
CVRK01037337.1	36	36	57	54	8	7
CVRK01037338.1	104	98	180	182	291	294
CVRK01037339.1	16	15	10	12	0	0
CVRK01037340.1	3	4	0	0	0	0
CVRK01037341.1	94	95	18	23	14	15
CVRK01037342.1	1	2	2	0	2	3
CVRK01037343.1	2	4	1	3	0	0
CVRK01037344.1	0	0	0	0	0	0
CVRK01037345.1	42	49	48	48	10	25
CVRK01037346.1	9	9	8	5	4	3
CVRK01037347.1	257	267	245	230	117	110
CVRK01037348.1	29	28	14	13	1	2
CVRK01037349.1	20	19	78	75	80	79
CVRK01037350.1	2	1	0	0	0	0
CVRK01037351.1	0	0	0	0	0	0
CVRK01037352.1	74	65	46	42	2	6
CVRK01037353.1	5	4	0	0	1	0
CVRK01037354.1	6	7	27	24	8	6
CVRK01037355.1	7	6	1	1	1	0
CVRK01037356.1	112	97	78	93	31	33
CVRK01037357.1	116	119	40	38	60	59
CVRK01037358.1	1	1	0	0	0	0
CVRK01037359.1	65	51	44	36	54	45
CVRK01037360.1	0	1	14	9	2	0
CVRK01037361.1	0	0	0	0	0	0
CVRK01037362.1	0	0	0	0	0	0
CVRK01037363.1	0	1	5	5	0	0
CVRK01037364.1	441	429	179	175	38	40
CVRK01037365.1	0	0	2	2	0	0
CVRK01037367.1	9	7	9	9	6	6
CVRK01037368.1	471	451	44	42	27	27
CVRK01037369.1	5	5	3	2	0	0
CVRK01037370.1	1	0	0	0	0	0
CVRK01037371.1	2	4	2	4	0	0
CVRK01037372.1	1	2	1	1	0	0
CVRK01037373.1	190	181	52	50	43	35
CVRK01037374.1	47	47	14	14	14	15
CVRK01037375.1	13	11	5	14	14	19
CVRK01037376.1	17	16	40	44	3	3
CVRK01037377.1	59	59	32	31	26	20
CVRK01037378.1	32	31	22	23	13	10
CVRK01037379.1	1	3	1	1	0	0
CVRK01037380.1	38	41	2	3	0	0
CVRK01037381.1	132	135	45	43	9	7
CVRK01037382.1	340	328	275	253	104	111
CVRK01037383.1	0	0	0	0	0	0
CVRK01037384.1	0	0	0	0	0	0
CVRK01037385.1	28	28	1	0	8	8
CVRK01037386.1	0	0	0	0	0	0
CVRK01037387.1	2	3	0	0	0	0
CVRK01037388.1	0	0	1	1	1	1
CVRK01037389.1	50	39	43	41	13	7
CVRK01037390.1	3	2	0	0	0	0
CVRK01037391.1	9	9	1	0	0	0
CVRK01037392.1	25	25	31	24	22	17
CVRK01037393.1	13	9	9	10	1	1
CVRK01037394.1	0	0	0	0	0	0
CVRK01037395.1	5	4	3	5	0	0
CVRK01037396.1	9	4	0	0	0	0
CVRK01037397.1	39	32	12	13	36	36
CVRK01037398.1	4	5	3	1	1	1
CVRK01037399.1	3	3	0	0	0	0
CVRK01037400.1	8	11	49	47	14	21
CVRK01037402.1	6	5	8	9	0	0
CVRK01037403.1	1230	1181	20	22	8	8
CVRK01037404.1	116	98	70	64	106	124
CVRK01037405.1	112	93	26	14	5	2
CVRK01037406.1	0	0	0	0	0	0
CVRK01037407.1	67	66	326	330	273	266
CVRK01037408.1	15	12	5	3	0	0
CVRK01037409.1	134	132	85	89	24	39
CVRK01037410.1	21	19	9	8	3	6
CVRK01037411.1	0	0	0	0	0	0
CVRK01037412.1	15	16	23	36	7	8
CVRK01037413.1	47	42	0	0	2	2
CVRK01037414.1	60	59	58	57	4	5
CVRK01037415.1	41	38	18	12	0	0
CVRK01037416.1	5	2	5	5	3	7
CVRK01037417.1	37	40	13	13	23	22
CVRK01037418.1	0	0	0	0	0	0
CVRK01037419.1	43	45	27	25	11	11
CVRK01037420.1	17	16	15	14	9	11
CVRK01037421.1	22	15	22	28	11	11
CVRK01037422.1	92	90	55	53	39	41
CVRK01037423.1	7	8	4	4	0	0
CVRK01037424.1	15	12	6	6	0	0
CVRK01037425.1	2	1	3	3	0	0
CVRK01037426.1	1	0	0	0	0	0
CVRK01037427.1	4	1	1	2	1	2
CVRK01037428.1	7	8	6	6	1	3
CVRK01037429.1	0	0	0	0	0	0
CVRK01037430.1	6	10	23	21	4	5
CVRK01037431.1	245	243	85	89	36	37
CVRK01037432.1	0	0	0	0	0	2
CVRK01037434.1	188	173	67	65	138	135
CVRK01037435.1	69	76	13	13	5	4
CVRK01037436.1	1	1	0	0	0	0
CVRK01037437.1	121	126	190	189	12	13
CVRK01037438.1	7	14	8	3	2	0
CVRK01037439.1	1	3	1	3	7	5
CVRK01037440.1	14	11	1	2	0	0
CVRK01037441.1	0	0	1	1	0	0
CVRK01037442.1	1	0	0	0	0	0
CVRK01037443.1	1	2	0	0	0	0
CVRK01037444.1	24	14	6	11	2	6
CVRK01037445.1	1	1	2	1	0	0
CVRK01037446.1	6	8	3	1	0	0
CVRK01037447.1	34	35	14	13	1	1
CVRK01037448.1	1	1	2	1	0	0
CVRK01037449.1	2	2	0	0	1	1
CVRK01037450.1	0	0	4	3	2	2
CVRK01037451.1	7	7	4	5	4	4
CVRK01037452.1	674	659	4573	4442	2921	2841
CVRK01037453.1	9	7	14	10	15	5
CVRK01037454.1	148	144	31	30	29	26
CVRK01037455.1	0	0	2	1	2	2
CVRK01037456.1	544	499	674	666	296	284
CVRK01037457.1	1	1	73	67	34	39
CVRK01037458.1	0	0	0	0	0	0
CVRK01037459.1	303	297	270	239	252	219
CVRK01037460.1	5	4	0	0	1	1
CVRK01037461.1	24	25	7	8	11	10
CVRK01037462.1	1	0	0	0	0	0
CVRK01037463.1	2	2	0	0	0	0
CVRK01037464.1	1	3	7	4	1	3
CVRK01037465.1	1	1	0	0	0	0
CVRK01037466.1	120	110	15	16	21	20
CVRK01037467.1	24	23	165	163	109	110
CVRK01037468.1	5	10	8	11	3	3
CVRK01037469.1	26	25	16	20	7	9
CVRK01037470.1	36	42	25	28	18	24
CVRK01037471.1	391	383	115	108	85	83
CVRK01037472.1	243	243	41	45	5	5
CVRK01037473.1	0	0	0	0	0	0
CVRK01037474.1	0	0	0	0	0	0
CVRK01037475.1	8	5	0	0	0	1
CVRK01037476.1	51	50	19	14	32	31
CVRK01037477.1	167	144	1	2	7	8
CVRK01037478.1	40	40	18	17	4	4
CVRK01037479.1	0	0	4	5	9	9
CVRK01037480.1	141	139	39	33	6	8
CVRK01037481.1	12	22	3	3	0	1
CVRK01037482.1	6	7	2	2	0	0
CVRK01037483.1	7	5	0	0	3	2
CVRK01037484.1	5	6	3	2	2	1
CVRK01037485.1	0	0	0	1	0	0
CVRK01037486.1	5	2	0	0	0	0
CVRK01037487.1	7	4	0	2	5	4
CVRK01037488.1	4	4	8	7	5	5
CVRK01037489.1	78	75	3	3	0	0
CVRK01037490.1	179	176	160	157	165	158
CVRK01037491.1	5	5	1	1	0	0
CVRK01037492.1	3360	3298	6850	6670	1198	1167
CVRK01037493.1	38	44	10	11	6	5
CVRK01037494.1	1467	1439	21	24	16	13
CVRK01037495.1	42	46	73	62	10	11
CVRK01037496.1	128	114	147	149	17	13
CVRK01037497.1	14	14	6	9	1	1
CVRK01037498.1	0	0	0	0	0	0
CVRK01037499.1	16	9	0	0	0	0
CVRK01037500.1	1	1	0	0	0	0
CVRK01037501.1	8	7	8	7	2	2
CVRK01037502.1	0	0	0	0	0	0
CVRK01037503.1	7	7	1	1	0	0
CVRK01037504.1	0	0	18	12	0	0
CVRK01037505.1	5	7	6	8	0	0
CVRK01037506.1	9	8	6	8	1	1
CVRK01037507.1	41	45	95	83	6	5
CVRK01037508.1	61	55	26	24	1	1
CVRK01037509.1	9	5	0	0	0	0
CVRK01037510.1	39	41	58	47	27	19
CVRK01037511.1	15	8	12	11	6	7
CVRK01037512.1	555	558	156	153	113	110
CVRK01037513.1	518	511	91	87	30	30
CVRK01037514.1	22	30	39	39	53	43
CVRK01037515.1	8	6	7	6	1	1
CVRK01037517.1	77	74	3	3	0	0
CVRK01037518.1	7	8	3	2	1	1
CVRK01037519.1	300	288	65	67	27	27
CVRK01037520.1	0	0	2	2	0	0
CVRK01037521.1	0	0	0	0	0	0
CVRK01037522.1	49	46	4	6	2	2
CVRK01037523.1	23	21	36	33	18	16
CVRK01037524.1	0	2	14	13	2	3
CVRK01037526.1	11	16	22	18	4	8
CVRK01037528.1	0	0	0	0	0	0
CVRK01037529.1	17	22	1	0	0	0
CVRK01037530.1	67	64	116	109	40	30
CVRK01037531.1	24	19	28	24	8	7
CVRK01037532.1	107	97	22	19	10	9
CVRK01037533.1	0	0	0	0	0	0
CVRK01037534.1	104	96	73	68	37	34
CVRK01037535.1	2	2	0	0	0	0
CVRK01037536.1	0	0	0	0	0	0
CVRK01037537.1	116	109	19	19	7	7
CVRK01037538.1	0	0	0	1	0	0
CVRK01037539.1	25	25	11	11	3	2
CVRK01037540.1	24	33	12	9	6	8
CVRK01037541.1	1018	985	414	403	298	290
CVRK01037542.1	49	43	12	12	11	8
CVRK01037543.1	0	0	0	0	0	0
CVRK01037544.1	36	31	6	8	7	7
CVRK01037545.1	0	0	1	0	0	0
CVRK01037546.1	319	276	126	109	16	19
CVRK01037547.1	0	0	1	0	0	0
CVRK01037548.1	0	0	0	0	0	1
CVRK01037549.1	0	0	1	0	0	0
CVRK01037550.1	11	14	7	5	0	1
CVRK01037551.1	40	42	638	639	3	3
CVRK01037552.1	16	15	38	37	1	1
CVRK01037553.1	330	325	67	63	3	3
CVRK01037554.1	842	792	1172	1129	120	128
CVRK01037555.1	31	32	6	7	14	12
CVRK01037556.1	1	1	0	0	0	0
CVRK01037557.1	0	0	0	0	0	0
CVRK01037558.1	2	2	0	0	0	0
CVRK01037559.1	4	4	2	1	1	1
CVRK01037560.1	4	7	5	2	1	2
CVRK01037561.1	18	13	6	9	4	5
CVRK01037562.1	0	0	7	7	3	7
CVRK01037563.1	95	72	5	6	3	3
CVRK01037564.1	26	23	10	10	8	8
CVRK01037565.1	0	0	0	0	0	0
CVRK01037566.1	47	53	108	100	54	49
CVRK01037567.1	1	1	5	2	8	5
CVRK01037568.1	4	5	3	3	0	0
CVRK01037569.1	24	13	8	8	2	0
CVRK01037570.1	49	54	3	6	5	6
CVRK01037571.1	2	0	1	1	0	0
CVRK01037572.1	1611	1563	160	153	50	49
CVRK01037573.1	5	6	3	1	1	2
CVRK01037575.1	5	5	2	2	0	0
CVRK01037576.1	6	8	5	4	1	2
CVRK01037577.1	239	216	565	533	365	350
CVRK01037578.1	60	64	35	35	17	14
CVRK01037579.1	10	10	8	15	1	3
CVRK01037580.1	0	0	4	3	6	5
CVRK01037581.1	52	49	43	41	20	22
CVRK01037582.1	65	61	26	21	0	0
CVRK01037583.1	0	0	0	0	0	0
CVRK01037584.1	15	16	3	6	0	0
CVRK01037585.1	4	3	20	18	14	14
CVRK01037586.1	19	24	14	16	8	3
CVRK01037587.1	14	14	5	6	2	2
CVRK01037588.1	2	2	29	21	0	0
CVRK01037589.1	187	178	163	132	108	78
CVRK01037590.1	262	261	16	14	31	27
CVRK01037591.1	46	43	5	4	1	0
CVRK01037592.1	5	5	10	8	0	1
CVRK01037593.1	78	76	17	16	6	6
CVRK01037594.1	150	152	173	156	54	52
CVRK01037595.1	0	0	0	0	0	0
CVRK01037596.1	353	332	3806	3697	2459	2412
CVRK01037597.1	0	0	0	0	0	0
CVRK01037598.1	118	108	548	530	750	729
CVRK01037600.1	67	91	60	47	21	20
CVRK01037601.1	14	15	12	8	7	4
CVRK01037602.1	1375	1347	1698	1654	518	501
CVRK01037603.1	0	0	0	0	0	0
CVRK01037604.1	9	6	1	2	0	0
CVRK01037605.1	43	29	13	10	2	0
CVRK01037606.1	10	10	3	4	3	2
CVRK01037607.1	11	10	0	0	0	0
CVRK01037608.1	0	0	4	7	0	0
CVRK01037609.1	9	10	56	49	85	81
CVRK01037610.1	1	1	0	0	0	0
CVRK01037611.1	0	1	0	1	0	1
CVRK01037612.1	0	1	0	0	0	0
CVRK01037613.1	0	0	0	0	0	0
CVRK01037614.1	14	9	3	4	0	0
CVRK01037615.1	15	15	1	2	0	0
CVRK01037617.1	9	11	0	0	0	0
CVRK01037618.1	73	62	59	55	5	7
CVRK01037619.1	20	23	60	57	34	34
CVRK01037620.1	66	67	18	18	26	25
CVRK01037621.1	2	3	0	0	0	0
CVRK01037622.1	32	28	11	11	0	0
CVRK01037623.1	37	37	60	62	32	30
CVRK01037624.1	54	46	30	33	14	8
CVRK01037625.1	2	3	0	0	19	20
CVRK01037626.1	1	0	0	0	3	2
CVRK01037627.1	0	1	4	2	5	4
CVRK01037628.1	117	115	61	59	38	35
CVRK01037629.1	156	166	124	126	26	23
CVRK01037630.1	13	23	18	13	9	2
CVRK01037631.1	0	1	0	0	0	0
CVRK01037632.1	13	12	14	12	202	191
CVRK01037633.1	0	1	0	0	0	0
CVRK01037634.1	19	22	31	20	19	20
CVRK01037635.1	6	6	4	3	1	0
CVRK01037636.1	222	188	133	135	68	63
CVRK01037637.1	42	38	21	21	11	11
CVRK01037638.1	176	167	162	151	110	108
CVRK01037639.1	138	141	31	27	5	5
CVRK01037641.1	7	4	1	0	3	2
CVRK01037642.1	3	4	0	0	0	0
CVRK01037643.1	74	77	39	37	7	4
CVRK01037645.1	2	3	0	0	0	0
CVRK01037646.1	3	3	6	4	2	3
CVRK01037647.1	75	77	102	99	33	33
CVRK01037648.1	34	38	30	29	1	2
CVRK01037649.1	34	25	38	28	8	8
CVRK01037650.1	349	341	89	84	50	47
CVRK01037651.1	53	49	0	0	0	0
CVRK01037652.1	0	0	0	0	0	0
CVRK01037655.1	16	12	6	8	7	7
CVRK01037656.1	31	31	19	15	2	2
CVRK01037657.1	0	0	0	0	0	0
CVRK01037658.1	2	2	0	0	0	0
CVRK01037659.1	0	0	0	1	0	0
CVRK01037660.1	18	18	2	2	2	2
CVRK01037661.1	76	79	43	42	5	9
CVRK01037662.1	200	191	89	86	21	26
CVRK01037663.1	99	93	24	19	16	16
CVRK01037664.1	43	43	58	52	59	55
CVRK01037665.1	24	25	11	8	2	2
CVRK01037666.1	1	2	2	1	1	3
CVRK01037667.1	5	7	10	9	2	2
CVRK01037668.1	30	31	29	29	17	20
CVRK01037669.1	2	3	0	0	0	0
CVRK01037670.1	1	1	0	0	0	0
CVRK01037671.1	0	3	0	0	0	0
CVRK01037672.1	9	6	7	9	5	0
CVRK01037673.1	53	45	9	10	20	19
CVRK01037674.1	1	1	79	83	0	0
CVRK01037675.1	30	22	23	21	27	26
CVRK01037676.1	67	71	22	28	10	11
CVRK01037677.1	31	37	38	45	15	16
CVRK01037678.1	26	27	1	1	0	0
CVRK01037679.1	252	245	11	11	5	5
CVRK01037680.1	14	6	11	13	6	1
CVRK01037681.1	110	118	117	120	35	34
CVRK01037682.1	5	4	0	0	0	0
CVRK01037683.1	2068	2008	949	901	672	696
CVRK01037684.1	6	6	5	3	1	0
CVRK01037685.1	0	0	0	0	0	0
CVRK01037686.1	858	858	17	15	944	937
CVRK01037687.1	3	4	3	1	2	1
CVRK01037688.1	64	64	31	28	11	9
CVRK01037689.1	15	14	0	0	1	1
CVRK01037690.1	2	3	0	0	0	0
CVRK01037691.1	50	54	12	8	4	5
CVRK01037692.1	675	651	2063	2038	1467	1437
CVRK01037693.1	14	15	4	2	5	9
CVRK01037694.1	2	1	0	0	0	0
CVRK01037695.1	1	0	2	1	0	0
CVRK01037696.1	65	65	21	21	8	8
CVRK01037697.1	158	160	318	312	566	546
CVRK01037698.1	57	67	43	31	2	2
CVRK01037699.1	17	18	0	0	0	0
CVRK01037700.1	56	60	49	46	15	14
CVRK01037701.1	10	11	0	0	0	0
CVRK01037702.1	1	0	0	0	0	0
CVRK01037703.1	59	59	4	4	36	36
CVRK01037704.1	8	8	1	1	0	0
CVRK01037705.1	346	347	349	337	127	119
CVRK01037706.1	5	5	4	6	14	10
CVRK01037709.1	55	53	83	75	18	17
CVRK01037710.1	7	6	0	0	1	1
CVRK01037711.1	43	40	18	21	3	3
CVRK01037712.1	7	8	4	2	1	2
CVRK01037713.1	2	2	0	0	0	0
CVRK01037714.1	0	0	0	0	0	0
CVRK01037715.1	132	130	177	170	79	79
CVRK01037716.1	2	1	2	2	0	0
CVRK01037717.1	18	15	0	0	0	0
CVRK01037718.1	162	156	58	52	31	27
CVRK01037719.1	0	0	0	0	0	0
CVRK01037720.1	21	18	1	0	5	4
CVRK01037721.1	9	15	5	4	0	0
CVRK01037722.1	3	0	2	4	1	0
CVRK01037723.1	66	68	34	34	17	23
CVRK01037724.1	1	0	0	0	0	0
CVRK01037725.1	0	0	0	0	0	0
CVRK01037726.1	0	0	0	0	0	2
CVRK01037727.1	0	0	2	1	0	0
CVRK01037728.1	0	0	0	0	0	0
CVRK01037730.1	34	33	22	21	15	19
CVRK01037731.1	761	718	486	485	276	277
CVRK01037732.1	118	118	32	25	20	20
CVRK01037733.1	35	22	33	40	28	26
CVRK01037734.1	1	2	6	5	2	3
CVRK01037735.1	8	4	0	12	9	4
CVRK01037736.1	215	206	2354	2324	1640	1600
CVRK01037737.1	3	4	3	3	0	0
CVRK01037738.1	38	36	41	37	77	78
CVRK01037739.1	118	114	60	59	40	40
CVRK01037740.1	110	115	29	30	4	3
CVRK01037741.1	0	0	0	0	0	0
CVRK01037742.1	6	6	0	0	0	0
CVRK01037743.1	0	0	0	0	0	0
CVRK01037744.1	0	0	0	0	0	0
CVRK01037745.1	1	1	0	0	0	0
CVRK01037746.1	8	8	6	2	1	3
CVRK01037747.1	15	14	87	84	25	28
CVRK01037748.1	11	10	0	0	0	0
CVRK01037749.1	193	216	9	11	15	20
CVRK01037750.1	8	13	11	10	1	1
CVRK01037751.1	10	5	0	1	0	0
CVRK01037752.1	0	1	0	1	0	0
CVRK01037753.1	32	25	29	23	6	6
CVRK01037754.1	89	85	43	38	14	12
CVRK01037755.1	57	62	57	52	11	12
CVRK01037756.1	334	323	127	119	70	63
CVRK01037757.1	251	247	76	78	42	40
CVRK01037758.1	0	0	0	0	0	0
CVRK01037760.1	23	24	3	6	1	2
CVRK01037761.1	0	0	0	0	0	0
CVRK01037763.1	0	0	0	0	0	0
CVRK01037764.1	1	0	0	0	0	0
CVRK01037765.1	591	581	48	43	127	122
CVRK01037766.1	29	26	17	15	3	4
CVRK01037767.1	306	300	116	105	74	76
CVRK01037768.1	0	0	0	0	0	0
CVRK01037769.1	26	27	20	19	1	1
CVRK01037770.1	2	2	46	42	0	0
CVRK01037771.1	15	13	6	6	0	0
CVRK01037772.1	13	13	4	4	0	0
CVRK01037773.1	4	3	2	1	0	0
CVRK01037774.1	0	0	0	0	0	0
CVRK01037775.1	12	5	24	21	2	2
CVRK01037776.1	175	187	22	18	2	1
CVRK01037777.1	1444	1388	236	216	30	28
CVRK01037778.1	0	0	0	0	0	0
CVRK01037779.1	31	38	39	40	45	39
CVRK01037780.1	17	15	0	0	2	1
CVRK01037782.1	12	15	3	0	2	0
CVRK01037783.1	294	296	94	86	57	61
CVRK01037784.1	0	2	0	0	0	0
CVRK01037785.1	2	1	0	0	0	1
CVRK01037786.1	0	0	1	5	10	10
CVRK01037787.1	14	11	1	1	0	0
CVRK01037788.1	7	8	0	1	0	0
CVRK01037789.1	0	0	0	0	0	0
CVRK01037790.1	10	8	9	8	4	5
CVRK01037791.1	0	0	0	3	0	0
CVRK01037792.1	53	50	132	122	28	27
CVRK01037793.1	11	13	0	0	0	0
CVRK01037794.1	121	123	62	63	73	80
CVRK01037795.1	0	1	0	0	0	0
CVRK01037796.1	23	21	12	11	17	13
CVRK01037797.1	2	3	3	2	2	2
CVRK01037798.1	11	13	8	7	2	2
CVRK01037799.1	0	0	0	0	0	0
CVRK01037800.1	0	0	0	0	0	0
CVRK01037801.1	20	16	15	14	3	3
CVRK01037802.1	13	15	6	7	3	2
CVRK01037803.1	19	23	31	31	0	0
CVRK01037804.1	1	1	0	0	0	0
CVRK01037805.1	10	8	15	11	17	21
CVRK01037806.1	45	44	7	4	0	0
CVRK01037807.1	232	228	43	42	9	8
CVRK01037808.1	0	1	1	1	0	0
CVRK01037809.1	78	70	203	195	2	2
CVRK01037810.1	9	11	3	1	0	0
CVRK01037811.1	71	73	47	39	77	63
CVRK01037812.1	5	5	0	1	2	3
CVRK01037813.1	29	23	4	3	7	6
CVRK01037814.1	338	353	110	113	67	67
CVRK01037815.1	19	19	10	9	6	4
CVRK01037816.1	35	36	24	35	14	13
CVRK01037817.1	0	0	0	0	0	0
CVRK01037818.1	2	3	0	0	0	0
CVRK01037819.1	16	15	9	7	4	4
CVRK01037820.1	3	3	0	0	0	0
CVRK01037821.1	0	0	0	0	0	0
CVRK01037822.1	26	27	30	26	7	4
CVRK01037823.1	0	1	0	0	0	0
CVRK01037824.1	11	10	23	23	14	14
CVRK01037825.1	20	13	5	5	2	1
CVRK01037826.1	0	1	0	0	0	0
CVRK01037827.1	1	0	0	0	0	0
CVRK01037828.1	0	0	0	0	0	0
CVRK01037829.1	324	313	478	467	164	155
CVRK01037830.1	1	1	0	5	0	0
CVRK01037831.1	4	1	1	2	14	14
CVRK01037832.1	9	11	3	1	0	0
CVRK01037833.1	0	0	0	0	0	0
CVRK01037834.1	0	0	0	0	0	0
CVRK01037835.1	10	15	2	3	0	0
CVRK01037836.1	31	27	0	0	0	0
CVRK01037837.1	50	47	16	16	2	2
CVRK01037838.1	7	6	4	3	10	11
CVRK01037839.1	64	57	54	55	30	26
CVRK01037840.1	22	19	12	11	7	7
CVRK01037841.1	1	0	0	0	0	1
CVRK01037842.1	155	159	148	144	55	64
CVRK01037843.1	75	64	404	385	0	0
CVRK01037844.1	0	1	0	0	0	0
CVRK01037845.1	40	34	18	16	6	6
CVRK01037846.1	0	0	0	0	0	0
CVRK01037847.1	11	11	14	12	42	37
CVRK01037848.1	146	151	0	0	0	0
CVRK01037849.1	0	0	0	0	0	0
