GENE	G_arboreum%G_a_1	G_arboreum%G_a_2	G_hirsutum_TX2094%allo_1	G_hirsutum_TX2094%allo_2	G_raimondii%G_r_1	G_raimondii%G_r_2
lcl|NC_030665.1_cds_XP_017619171.1_4246	136	57	84	152	171	101
lcl|NC_030665.1_cds_XP_017622520.1_4247	146	61	82	107	33	25
lcl|NC_030665.1_cds_XP_017616327.1_4248	18	13	2	10	7	8
lcl|NC_030665.1_cds_XP_017623075.1_4249	146	85	60	91	45	28
lcl|NC_030665.1_cds_XP_017623077.1_4250	124	59	47	73	33	39
lcl|NC_030665.1_cds_XP_017623078.1_4251	90	58	35	41	24	14
lcl|NC_030665.1_cds_XP_017623074.1_4252	226	121	413	452	344	309
lcl|NC_030665.1_cds_XP_017620582.1_4253	65	45	55	57	47	15
lcl|NC_030665.1_cds_XP_017621228.1_4254	0	0	0	1	0	0
lcl|NC_030665.1_cds_XP_017621234.1_4255	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622532.1_4256	7	0	2	1	7	0
lcl|NC_030665.1_cds_XP_017622691.1_4257	0	0	0	0	0	1
lcl|NC_030665.1_cds_XP_017619372.1_4258	127	61	129	134	117	78
lcl|NC_030665.1_cds_XP_017622853.1_4260	5	2	1	4	1	1
lcl|NC_030665.1_cds_XP_017622850.1_4261	65	32	50	64	71	46
lcl|NC_030665.1_cds_XP_017622849.1_4263	169	87	151	183	168	110
lcl|NC_030665.1_cds_XP_017622924.1_4264	1384	931	1382	1142	1446	1311
lcl|NC_030665.1_cds_XP_017622423.1_4265	91	50	14	13	17	12
lcl|NC_030665.1_cds_XP_017621290.1_4273	0	0	10	1	1	2
lcl|NC_030665.1_cds_XP_017622377.1_4274	70	62	61	77	67	69
lcl|NC_030665.1_cds_XP_017622416.1_4275	738	496	840	790	570	421
lcl|NC_030665.1_cds_XP_017622415.1_4277	297	150	427	463	351	248
lcl|NC_030665.1_cds_XP_017622413.1_4278	327	202	531	508	409	292
lcl|NC_030665.1_cds_XP_017622418.1_4280	39	23	43	47	36	24
lcl|NC_030665.1_cds_XP_017622446.1_4281	63	19	87	190	123	92
lcl|NC_030665.1_cds_XP_017621296.1_4282	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622379.1_4283	63	43	10	15	32	26
lcl|NC_030665.1_cds_XP_017622650.1_4284	2	1	0	0	0	0
lcl|NC_030665.1_cds_XP_017622642.1_4285	5	2	4	6	3	2
lcl|NC_030665.1_cds_XP_017621309.1_4286	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622807.1_4287	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621318.1_4288	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622980.1_4289	25066	19811	19273	19698	6654	5314
lcl|NC_030665.1_cds_XP_017622481.1_4290	29	15	27	11	4	0
lcl|NC_030665.1_cds_XP_017622378.1_4291	41	21	124	117	38	21
lcl|NC_030665.1_cds_XP_017616696.1_4292	283	171	287	410	384	234
lcl|NC_030665.1_cds_XP_017622301.1_4293	31	30	44	42	48	37
lcl|NC_030665.1_cds_XP_017622555.1_4294	0	0	0	2	0	0
lcl|NC_030665.1_cds_XP_017619654.1_4295	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017623312.1_4296	120	72	96	103	89	84
lcl|NC_030665.1_cds_XP_017623348.1_4297	107	72	91	74	91	77
lcl|NC_030665.1_cds_XP_017623347.1_4298	116	65	88	104	106	90
lcl|NC_030665.1_cds_XP_017622549.1_4299	29	18	54	39	66	31
lcl|NC_030665.1_cds_XP_017621367.1_4300	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017616708.1_4301	103	74	92	79	110	63
lcl|NC_030665.1_cds_XP_017621379.1_4302	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017619763.1_4304	94	64	54	33	23	31
lcl|NC_030665.1_cds_XP_017616352.1_4306	97	56	144	134	51	35
lcl|NC_030665.1_cds_XP_017621405.1_4307	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622617.1_4308	9	5	2	4	0	0
lcl|NC_030665.1_cds_XP_017621420.1_4309	0	0	1	0	0	0
lcl|NC_030665.1_cds_XP_017622648.1_4310	18	15	12	13	0	1
lcl|NC_030665.1_cds_XP_017622548.1_4311	236	184	221	145	0	0
lcl|NC_030665.1_cds_XP_017623194.1_4312	252	139	250	320	411	346
lcl|NC_030665.1_cds_XP_017622558.1_4314	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621448.1_4315	2	2	3	2	0	1
lcl|NC_030665.1_cds_XP_017620571.1_4316	1	1	1	1	3	1
lcl|NC_030665.1_cds_XP_017623341.1_4317	796	450	696	891	692	491
lcl|NC_030665.1_cds_XP_017623178.1_4318	6217	4450	4193	4707	5126	3056
lcl|NC_030665.1_cds_XP_017620858.1_4319	6	4	11	17	11	8
lcl|NC_030665.1_cds_XP_017621459.1_4320	0	0	1	1	0	0
lcl|NC_030665.1_cds_XP_017616745.1_4321	975	782	1105	1214	1247	744
lcl|NC_030665.1_cds_XP_017623010.1_4322	546	349	652	714	512	342
lcl|NC_030665.1_cds_XP_017623011.1_4323	45	28	20	39	21	28
lcl|NC_030665.1_cds_XP_017623044.1_4324	197	104	138	145	131	78
lcl|NC_030665.1_cds_XP_017617027.1_4326	1419	1030	1474	1686	2710	1245
lcl|NC_030665.1_cds_XP_017618611.1_4327	489	283	460	619	734	387
lcl|NC_030665.1_cds_XP_017623213.1_4333	108	72	139	93	159	56
lcl|NC_030665.1_cds_XP_017623214.1_4334	33	22	43	31	53	22
lcl|NC_030665.1_cds_XP_017619961.1_4336	37	27	15	13	21	6
lcl|NC_030665.1_cds_XP_017621479.1_4337	3	2	9	9	2	5
lcl|NC_030665.1_cds_XP_017622419.1_4338	31	28	36	26	19	10
lcl|NC_030665.1_cds_XP_017618136.1_4339	88	39	51	87	65	60
lcl|NC_030665.1_cds_XP_017621494.1_4341	27	25	3	3	0	0
lcl|NC_030665.1_cds_XP_017623225.1_4342	189	123	0	1	4	2
lcl|NC_030665.1_cds_XP_017621501.1_4347	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621509.1_4348	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621519.1_4349	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622578.1_4350	13	2	12	5	3	2
lcl|NC_030665.1_cds_XP_017621539.1_4351	0	0	0	1	0	0
lcl|NC_030665.1_cds_XP_017621548.1_4352	41	13	115	137	85	45
lcl|NC_030665.1_cds_XP_017621580.1_4353	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621587.1_4354	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017623055.1_4355	112	95	69	38	54	47
lcl|NC_030665.1_cds_XP_017623056.1_4356	207	114	86	123	133	56
lcl|NC_030665.1_cds_XP_017623179.1_4357	129	91	189	225	172	116
lcl|NC_030665.1_cds_XP_017621593.1_4358	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621603.1_4359	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017616966.1_4360	631	377	428	544	325	230
lcl|NC_030665.1_cds_XP_017616017.1_4361	266	176	262	210	134	103
lcl|NC_030665.1_cds_XP_017616034.1_4363	204	152	227	184	126	82
lcl|NC_030665.1_cds_XP_017617568.1_4364	295	235	461	505	219	143
lcl|NC_030665.1_cds_XP_017620407.1_4365	36	25	32	64	37	38
lcl|NC_030665.1_cds_XP_017618820.1_4366	96	55	107	102	107	47
lcl|NC_030665.1_cds_XP_017616131.1_4367	198	112	426	531	299	305
lcl|NC_030665.1_cds_XP_017622667.1_4368	4	3	1	0	0	1
lcl|NC_030665.1_cds_XP_017623018.1_4370	954	612	208	242	673	435
lcl|NC_030665.1_cds_XP_017622506.1_4373	19	10	0	1	0	0
lcl|NC_030665.1_cds_XP_017622913.1_4374	191	127	228	134	178	110
lcl|NC_030665.1_cds_XP_017621613.1_4375	2	0	83	76	14	12
lcl|NC_030665.1_cds_XP_017617080.1_4376	95	48	70	79	48	31
lcl|NC_030665.1_cds_XP_017623207.1_4377	116	75	143	91	92	83
lcl|NC_030665.1_cds_XP_017622512.1_4378	11	6	10	1	4	3
lcl|NC_030665.1_cds_XP_017616507.1_4382	34	25	19	24	1	0
lcl|NC_030665.1_cds_XP_017619853.1_4387	42	13	55	30	74	53
lcl|NC_030665.1_cds_XP_017622488.1_4388	7	2	2	1	3	1
lcl|NC_030665.1_cds_XP_017622421.1_4389	23	4	8	14	11	13
lcl|NC_030665.1_cds_XP_017621622.1_4390	1	0	0	0	0	1
lcl|NC_030665.1_cds_XP_017622466.1_4391	8	7	15	18	7	6
lcl|NC_030665.1_cds_XP_017622644.1_4392	5	1	0	1	2	3
lcl|NC_030665.1_cds_XP_017622362.1_4393	6	1	0	0	15	5
lcl|NC_030665.1_cds_XP_017623431.1_4394	140	97	89	46	90	60
lcl|NC_030665.1_cds_XP_017622595.1_4395	9	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017616487.1_4396	256	153	190	174	144	70
lcl|NC_030665.1_cds_XP_017622577.1_4398	291	111	56	68	99	61
lcl|NC_030665.1_cds_XP_017622589.1_4399	14	9	2	2	29	9
lcl|NC_030665.1_cds_XP_017621661.1_4400	0	0	0	1	0	0
lcl|NC_030665.1_cds_XP_017621672.1_4401	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017618865.1_4402	540	286	360	427	161	127
lcl|NC_030665.1_cds_XP_017618407.1_4406	17	9	7	18	1	0
lcl|NC_030665.1_cds_XP_017621688.1_4407	1	0	1	0	2	0
lcl|NC_030665.1_cds_XP_017621721.1_4408	1	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622471.1_4409	0	1	4	6	11	8
lcl|NC_030665.1_cds_XP_017621741.1_4410	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621750.1_4411	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017618014.1_4412	40	21	66	105	86	73
lcl|NC_030665.1_cds_XP_017621769.1_4413	0	0	0	0	1	0
lcl|NC_030665.1_cds_XP_017622722.1_4414	4	7	0	2	0	0
lcl|NC_030665.1_cds_XP_017622674.1_4416	1	4	0	0	0	0
lcl|NC_030665.1_cds_XP_017622976.1_4417	1047	680	1168	1250	980	599
lcl|NC_030665.1_cds_XP_017622480.1_4418	0	1	0	0	0	0
lcl|NC_030665.1_cds_XP_017623357.1_4419	1066	590	842	1041	1002	744
lcl|NC_030665.1_cds_XP_017623398.1_4420	305	211	137	39	173	116
lcl|NC_030665.1_cds_XP_017621777.1_4421	0	0	1	0	0	0
lcl|NC_030665.1_cds_XP_017620513.1_4422	23	20	6	11	0	0
lcl|NC_030665.1_cds_XP_017622922.1_4426	261	170	131	135	120	106
lcl|NC_030665.1_cds_XP_017623392.1_4428	359	251	295	248	385	251
lcl|NC_030665.1_cds_XP_017621794.1_4429	5	2	42	41	14	6
lcl|NC_030665.1_cds_XP_017623102.1_4430	6945	4581	3891	3633	7983	4839
lcl|NC_030665.1_cds_XP_017623066.1_4431	1663	1026	1921	2009	2981	1710
lcl|NC_030665.1_cds_XP_017621837.1_4433	27	23	243	342	0	0
lcl|NC_030665.1_cds_XP_017622710.1_4434	715	471	791	888	574	428
lcl|NC_030665.1_cds_XP_017622479.1_4436	179	106	151	121	1	0
lcl|NC_030665.1_cds_XP_017622346.1_4438	97	48	28	85	32	21
lcl|NC_030665.1_cds_XP_017618581.1_4439	42	21	32	25	50	19
lcl|NC_030665.1_cds_XP_017617829.1_4440	80	39	56	84	48	36
lcl|NC_030665.1_cds_XP_017617837.1_4441	70	47	52	42	27	19
lcl|NC_030665.1_cds_XP_017620373.1_4443	401	212	181	177	160	92
lcl|NC_030665.1_cds_XP_017622914.1_4444	132	77	120	109	145	98
lcl|NC_030665.1_cds_XP_017617036.1_4446	741	557	823	980	1205	596
lcl|NC_030665.1_cds_XP_017623124.1_4447	26	32	23	57	35	22
lcl|NC_030665.1_cds_XP_017623123.1_4448	32	23	39	40	141	135
lcl|NC_030665.1_cds_XP_017623125.1_4449	35	14	92	60	64	36
lcl|NC_030665.1_cds_XP_017620707.1_4451	303	169	408	389	373	255
lcl|NC_030665.1_cds_XP_017620352.1_4452	36	26	19	21	16	24
lcl|NC_030665.1_cds_XP_017622486.1_4453	99	48	173	226	71	38
lcl|NC_030665.1_cds_XP_017621879.1_4454	43	32	102	115	93	60
lcl|NC_030665.1_cds_XP_017622449.1_4455	6	2	0	2	0	0
lcl|NC_030665.1_cds_XP_017621888.1_4457	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622654.1_4458	15	18	14	10	13	9
lcl|NC_030665.1_cds_XP_017618388.1_4459	60	41	40	35	95	77
lcl|NC_030665.1_cds_XP_017622515.1_4461	473	269	212	374	451	352
lcl|NC_030665.1_cds_XP_017623395.1_4462	91	79	101	86	65	50
lcl|NC_030665.1_cds_XP_017623394.1_4463	86	82	97	77	69	55
lcl|NC_030665.1_cds_XP_017621892.1_4464	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622627.1_4465	0	0	0	1	0	0
lcl|NC_030665.1_cds_XP_017622725.1_4466	2688	1617	2019	1466	2946	2489
lcl|NC_030665.1_cds_XP_017621901.1_4467	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017619585.1_4468	2	1	1	0	0	0
lcl|NC_030665.1_cds_XP_017621914.1_4469	15	3	1	4	2	0
lcl|NC_030665.1_cds_XP_017621922.1_4470	0	1	11	14	0	0
lcl|NC_030665.1_cds_XP_017623025.1_4471	32	32	22	22	38	23
lcl|NC_030665.1_cds_XP_017623024.1_4472	47	15	21	21	37	34
lcl|NC_030665.1_cds_XP_017622329.1_4473	31	22	9	15	16	9
lcl|NC_030665.1_cds_XP_017622477.1_4474	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622573.1_4475	1	1	2	0	0	0
lcl|NC_030665.1_cds_XP_017615725.1_4476	544	407	464	462	529	292
lcl|NC_030665.1_cds_XP_017618659.1_4477	97	61	42	84	35	30
lcl|NC_030665.1_cds_XP_017619572.1_4478	17	8	53	31	98	68
lcl|NC_030665.1_cds_XP_017622550.1_4479	15	11	12	8	3	6
lcl|NC_030665.1_cds_XP_017623209.1_4480	201	118	215	200	189	145
lcl|NC_030665.1_cds_XP_017619928.1_4481	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017616266.1_4483	1770	1281	1949	2669	2054	1199
lcl|NC_030665.1_cds_XP_017618600.1_4484	36	19	37	24	12	10
lcl|NC_030665.1_cds_XP_017622699.1_4485	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621937.1_4486	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622494.1_4487	18	0	0	0	7	15
lcl|NC_030665.1_cds_XP_017622543.1_4488	16	0	18	31	16	19
lcl|NC_030665.1_cds_XP_017619691.1_4489	111	52	79	76	87	88
lcl|NC_030665.1_cds_XP_017623220.1_4490	435	287	239	239	243	157
lcl|NC_030665.1_cds_XP_017623455.1_4491	182	112	101	87	155	142
lcl|NC_030665.1_cds_XP_017623401.1_4494	60	71	100	77	120	70
lcl|NC_030665.1_cds_XP_017622330.1_4496	207	155	304	438	200	159
lcl|NC_030665.1_cds_XP_017622331.1_4497	75	51	87	111	188	92
lcl|NC_030665.1_cds_XP_017623093.1_4499	292	189	252	203	91	55
lcl|NC_030665.1_cds_XP_017622695.1_4504	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622715.1_4505	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622709.1_4506	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017620499.1_4507	83	59	171	118	187	95
lcl|NC_030665.1_cds_XP_017617402.1_4509	258	158	209	251	357	232
lcl|NC_030665.1_cds_XP_017617439.1_4513	45	33	33	24	43	25
lcl|NC_030665.1_cds_XP_017623310.1_4514	147	75	173	159	169	123
lcl|NC_030665.1_cds_XP_017621960.1_4516	0	0	0	0	2	0
lcl|NC_030665.1_cds_XP_017621961.1_4517	2	0	0	2	0	0
lcl|NC_030665.1_cds_XP_017622665.1_4518	1	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621962.1_4519	59	38	36	32	15	10
lcl|NC_030665.1_cds_XP_017620641.1_4520	47	39	38	53	70	42
lcl|NC_030665.1_cds_XP_017622854.1_4521	270	146	328	349	331	316
lcl|NC_030665.1_cds_XP_017623383.1_4522	92	56	95	72	108	60
lcl|NC_030665.1_cds_XP_017622276.1_4524	4	4	14	13	5	7
lcl|NC_030665.1_cds_XP_017622277.1_4525	185	123	97	109	437	323
lcl|NC_030665.1_cds_XP_017620109.1_4526	70	40	85	80	220	192
lcl|NC_030665.1_cds_XP_017618123.1_4527	1548	756	1246	1259	534	397
lcl|NC_030665.1_cds_XP_017623126.1_4528	620	419	589	471	205	155
lcl|NC_030665.1_cds_XP_017617535.1_4529	52	23	50	61	54	34
lcl|NC_030665.1_cds_XP_017618378.1_4530	110	46	50	107	139	115
lcl|NC_030665.1_cds_XP_017622526.1_4531	2	1	14	18	40	27
lcl|NC_030665.1_cds_XP_017622316.1_4532	151	81	145	207	106	78
lcl|NC_030665.1_cds_XP_017616087.1_4533	1208	879	1423	1488	1775	756
lcl|NC_030665.1_cds_XP_017623274.1_4534	221	148	252	239	222	169
lcl|NC_030665.1_cds_XP_017623349.1_4535	109	70	132	94	134	95
lcl|NC_030665.1_cds_XP_017623256.1_4536	298	208	292	346	234	180
lcl|NC_030665.1_cds_XP_017621963.1_4537	2	0	1	1	27	20
lcl|NC_030665.1_cds_XP_017621964.1_4538	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017617893.1_4539	54	22	20	19	43	22
lcl|NC_030665.1_cds_XP_017623218.1_4540	159	110	117	153	79	88
lcl|NC_030665.1_cds_XP_017622688.1_4542	1	2	30	32	0	0
lcl|NC_030665.1_cds_XP_017621966.1_4544	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622628.1_4545	6	1	15	9	15	14
lcl|NC_030665.1_cds_XP_017622983.1_4546	452	278	502	653	540	358
lcl|NC_030665.1_cds_XP_017622981.1_4547	418	228	491	585	436	338
lcl|NC_030665.1_cds_XP_017622487.1_4549	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621967.1_4550	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621968.1_4551	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621969.1_4552	26	19	18	6	0	1
lcl|NC_030665.1_cds_XP_017623091.1_4553	142	77	257	456	293	242
lcl|NC_030665.1_cds_XP_017623090.1_4554	165	96	362	294	387	214
lcl|NC_030665.1_cds_XP_017622503.1_4555	7	10	6	8	8	7
lcl|NC_030665.1_cds_XP_017623192.1_4556	230	148	229	318	248	198
lcl|NC_030665.1_cds_XP_017618894.1_4557	4	1	1	1	0	0
lcl|NC_030665.1_cds_XP_017621970.1_4558	1	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621972.1_4559	4	3	12	7	52	37
lcl|NC_030665.1_cds_XP_017623327.1_4560	150	89	116	127	102	102
lcl|NC_030665.1_cds_XP_017622601.1_4564	4	1	5	4	3	1
lcl|NC_030665.1_cds_XP_017622434.1_4566	9	5	16	18	10	17
lcl|NC_030665.1_cds_XP_017622927.1_4568	803	539	711	687	782	666
lcl|NC_030665.1_cds_XP_017621973.1_4569	14	4	73	77	12	12
lcl|NC_030665.1_cds_XP_017622959.1_4570	244	144	203	282	144	99
lcl|NC_030665.1_cds_XP_017622961.1_4572	108	80	99	184	68	64
lcl|NC_030665.1_cds_XP_017616450.1_4573	77	38	68	88	70	64
lcl|NC_030665.1_cds_XP_017621974.1_4574	13	7	1	2	4	1
lcl|NC_030665.1_cds_XP_017618163.1_4575	103	58	156	175	129	93
lcl|NC_030665.1_cds_XP_017622522.1_4576	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621976.1_4577	0	0	0	1	0	0
lcl|NC_030665.1_cds_XP_017621977.1_4578	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621978.1_4580	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622594.1_4581	0	0	4	4	1	0
lcl|NC_030665.1_cds_XP_017621979.1_4582	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621980.1_4583	21	15	7	27	7	10
lcl|NC_030665.1_cds_XP_017621981.1_4585	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621983.1_4586	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017621984.1_4589	0	0	1	2	0	0
lcl|NC_030665.1_cds_XP_017618040.1_4590	130	83	100	71	80	71
lcl|NC_030665.1_cds_XP_017620722.1_4594	31	20	67	124	112	75
lcl|NC_030665.1_cds_XP_017621985.1_4596	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622403.1_4597	24	23	10	6	19	17
lcl|NC_030665.1_cds_XP_017622964.1_4598	455	347	319	349	313	197
lcl|NC_030665.1_cds_XP_017622966.1_4599	38	31	58	76	37	44
lcl|NC_030665.1_cds_XP_017622319.1_4601	32	16	35	46	13	4
lcl|NC_030665.1_cds_XP_017616684.1_4602	193	128	171	150	67	40
lcl|NC_030665.1_cds_XP_017620652.1_4604	32	23	28	28	22	13
lcl|NC_030665.1_cds_XP_017616805.1_4608	67	33	38	43	33	27
lcl|NC_030665.1_cds_XP_017621986.1_4609	1	1	7	8	7	3
lcl|NC_030665.1_cds_XP_017623163.1_4610	330	228	263	308	339	249
lcl|NC_030665.1_cds_XP_017620418.1_4611	89	40	90	142	53	30
lcl|NC_030665.1_cds_XP_017619299.1_4612	30	26	32	15	6	3
lcl|NC_030665.1_cds_XP_017621989.1_4613	36	28	20	12	3	5
lcl|NC_030665.1_cds_XP_017619495.1_4614	9	9	6	7	8	2
lcl|NC_030665.1_cds_XP_017622794.1_4616	464	315	531	302	380	340
lcl|NC_030665.1_cds_XP_017623427.1_4621	68	53	62	61	11	8
lcl|NC_030665.1_cds_XP_017622791.1_4622	387	268	480	571	705	694
lcl|NC_030665.1_cds_XP_017622359.1_4623	145	85	147	163	122	88
lcl|NC_030665.1_cds_XP_017620395.1_4624	31	17	23	12	41	25
lcl|NC_030665.1_cds_XP_017623188.1_4625	196	133	200	130	330	226
lcl|NC_030665.1_cds_XP_017622404.1_4628	3	1	2	3	1	0
lcl|NC_030665.1_cds_XP_017622322.1_4630	125	81	27	39	1	1
lcl|NC_030665.1_cds_XP_017621990.1_4633	1	2	4	0	1	0
lcl|NC_030665.1_cds_XP_017618948.1_4634	108	77	110	134	106	79
lcl|NC_030665.1_cds_XP_017623334.1_4635	128	98	88	96	42	24
lcl|NC_030665.1_cds_XP_017623332.1_4636	55	28	51	50	56	32
lcl|NC_030665.1_cds_XP_017620340.1_4638	439	234	492	866	542	481
lcl|NC_030665.1_cds_XP_017622464.1_4639	24	21	39	63	10	3
lcl|NC_030665.1_cds_XP_017619829.1_4640	112	74	183	218	185	100
lcl|NC_030665.1_cds_XP_017621991.1_4641	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017623196.1_4642	4	2	35	20	10	17
lcl|NC_030665.1_cds_XP_017623198.1_4643	80	44	76	92	64	40
lcl|NC_030665.1_cds_XP_017623370.1_4649	210	127	145	117	138	102
lcl|NC_030665.1_cds_XP_017622365.1_4650	39	19	23	30	57	35
lcl|NC_030665.1_cds_XP_017619728.1_4651	239	139	202	204	162	117
lcl|NC_030665.1_cds_XP_017622687.1_4652	194	154	234	311	219	120
lcl|NC_030665.1_cds_XP_017622685.1_4653	73	45	65	70	76	52
lcl|NC_030665.1_cds_XP_017622686.1_4654	76	49	56	47	49	29
lcl|NC_030665.1_cds_XP_017622678.1_4656	97	87	116	85	57	47
lcl|NC_030665.1_cds_XP_017622681.1_4657	78	38	76	99	48	38
lcl|NC_030665.1_cds_XP_017622680.1_4661	108	43	88	91	99	68
lcl|NC_030665.1_cds_XP_017622657.1_4662	0	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622560.1_4663	2	1	1	9	3	0
lcl|NC_030665.1_cds_XP_017621992.1_4664	0	0	1	1	2	1
lcl|NC_030665.1_cds_XP_017622916.1_4665	589	411	579	516	823	389
lcl|NC_030665.1_cds_XP_017622735.1_4667	12597	6794	12461	15739	9618	8614
lcl|NC_030665.1_cds_XP_017622328.1_4668	47	17	10	25	22	9
lcl|NC_030665.1_cds_XP_017621993.1_4669	0	0	2	0	0	0
lcl|NC_030665.1_cds_XP_017620198.1_4670	34	21	61	46	62	39
lcl|NC_030665.1_cds_XP_017622581.1_4671	27	18	18	19	47	43
lcl|NC_030665.1_cds_XP_017618085.1_4672	65	53	22	32	67	43
lcl|NC_030665.1_cds_XP_017616112.1_4673	77	48	22	48	95	68
lcl|NC_030665.1_cds_XP_017621995.1_4674	0	0	0	0	2	0
lcl|NC_030665.1_cds_XP_017623417.1_4675	91	59	112	100	88	59
lcl|NC_030665.1_cds_XP_017621996.1_4676	1	0	1	3	0	0
lcl|NC_030665.1_cds_XP_017622401.1_4677	10	6	18	19	15	21
lcl|NC_030665.1_cds_XP_017623115.1_4678	178	133	195	175	108	67
lcl|NC_030665.1_cds_XP_017621997.1_4679	1	0	0	0	0	0
lcl|NC_030665.1_cds_XP_017622505.1_4680	6	5	5	9	1	0
lcl|NC_030665.1_cds_XP_017623424.1_4681	809	550	561	587	716	385
lcl|NC_030665.1_cds_XP_017623369.1_4682	314	204	373	351	94	73
lcl|NC_030665.1_cds_XP_017621998.1_4683	15	6	3	0	5	4
lcl|NC_030665.1_cds_XP_017623191.1_4684	97	65	127	89	159	145
lcl|NC_030665.1_cds_XP_017622625.1_4685	17	16	20	27	33	18
lcl|NC_030665.1_cds_XP_017621999.1_4686	3	1	8	12	2	0
lcl|NC_030665.1_cds_XP_017622000.1_4687	0	0	0	1	0	0
lcl|NC_030665.1_cds_XP_017623021.1_4688	297	195	351	338	330	232
lcl|NC_030665.1_cds_XP_017623285.1_4690	7	3	3	6	3	5
lcl|NC_030665.1_cds_XP_017622001.1_4691	2	0	1	0	0	0
lcl|NC_030665.1_cds_XP_017623286.1_4692	132	74	108	154	82	54
lcl|NC_030665.1_cds_XP_017617982.1_4697	86	48	20	24	0	1
lcl|NC_030665.1_cds_XP_017620804.1_4698	91	45	81	78	146	86
lcl|NC_030665.1_cds_XP_017620186.1_4699	61	40	87	120	36	27
lcl|NC_030665.1_cds_XP_017623350.1_4700	120	81	85	67	89	45
lcl|NC_030665.1_cds_XP_017622700.1_4702	0	0	1	0	0	0
lcl|NC_030665.1_cds_XP_017622531.1_4703	0	0	11	6	15	13
lcl|NC_030665.1_cds_XP_017623298.1_4704	748	618	951	782	771	370
lcl|NC_030665.1_cds_XP_017622529.1_4705	3	2	2	4	3	0
lcl|NC_030665.1_cds_XP_017622530.1_4706	7	2	1	2	2	1
lcl|NC_030665.1_cds_XP_017617644.1_4707	158	109	182	230	160	101
lcl|NC_030665.1_cds_XP_017623046.1_4709	6458	4061	2621	2420	4302	2384
lcl|NC_030665.1_cds_XP_017615831.1_4710	0	1	0	4	3	4
lcl|NC_030665.1_cds_XP_017615845.1_4711	706	565	541	559	687	407
lcl|NC_030665.1_cds_XP_017620132.1_4712	1462	836	744	648	1610	1076
lcl|NC_030665.1_cds_XP_017622002.1_4713	0	0	0	1	0	0
lcl|NC_030665.1_cds_XP_017622856.1_4714	179	106	161	152	100	84
lcl|NC_030665.1_cds_XP_017622855.1_4715	183	119	165	176	134	109
lcl|NC_030665.1_cds_XP_017622569.1_4717	4	3	3	1	20	7
lcl|NC_030665.1_cds_XP_017619360.1_4721	100	59	133	80	130	55
lcl|NC_030665.1_cds_XP_017622701.1_4722	0	0	0	0	0	0
