GENE	S_alburnoides	S_alburnoides+N	S_pyrenaicus	S_pyrenaicus+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
CVRK01005123.1	0	0	0	0	0	0	31	0
CVRK01005124.1	0	0	0	0	0	0	13	0
CVRK01005125.1	0	0	0	0	0	0	78	0
CVRK01005126.1	0	0	0	0	0	0	140	0
CVRK01005127.1	0	0	0	0	15	1	120	0
CVRK01005128.1	0	0	0	0	0	0	0	0
CVRK01005129.1	0	0	0	0	0	0	0	0
CVRK01005130.1	0	0	0	0	0	0	1	0
CVRK01005131.1	0	0	0	0	0	0	349	0
CVRK01005132.1	0	0	0	0	0	0	29	0
CVRK01005133.1	0	0	0	0	0	0	0	0
CVRK01005134.1	0	0	0	0	0	0	62	0
CVRK01005135.1	0	0	0	0	0	0	50	0
CVRK01005136.1	0	0	0	0	0	0	18	0
CVRK01005137.1	0	0	0	0	0	0	3	0
CVRK01005138.1	0	0	0	0	0	0	0	0
CVRK01005139.1	66	0	61	0	141	1	312	0
CVRK01005140.1	0	0	0	0	0	0	59	0
CVRK01005141.1	0	0	0	0	0	0	21	0
CVRK01005142.1	64	19	107	3	229	17	39	2
CVRK01005143.1	0	0	0	0	0	0	134	0
CVRK01005144.1	0	0	0	0	0	0	84	0
CVRK01005145.1	0	0	0	0	0	0	12	0
CVRK01005146.1	0	0	0	0	0	0	34	0
CVRK01005147.1	0	0	0	0	0	0	131	0
CVRK01005148.1	0	0	0	0	0	0	22	0
CVRK01005149.1	0	0	0	0	0	0	43	0
CVRK01005150.1	0	0	0	0	0	0	1	0
CVRK01005151.1	14	0	20	0	89	2	151	0
CVRK01005152.1	0	0	0	0	0	0	25	0
CVRK01005153.1	0	0	0	0	0	0	74	0
CVRK01005154.1	0	0	0	0	0	0	14	0
CVRK01005155.1	0	0	0	0	0	0	0	0
CVRK01005156.1	12	0	3	0	0	0	521	0
CVRK01005157.1	0	0	0	0	0	0	207	0
CVRK01005158.1	0	0	0	0	0	0	115	0
CVRK01005159.1	0	0	0	0	0	0	428	0
CVRK01005160.1	0	0	0	0	0	0	38	0
CVRK01005161.1	0	0	0	0	0	0	102	0
CVRK01005162.1	0	0	0	0	0	0	2	0
CVRK01005163.1	17	1	10	0	47	0	1277	0
CVRK01005164.1	0	0	0	0	0	0	19	0
CVRK01005165.1	0	0	0	0	0	0	12	0
CVRK01005166.1	0	0	0	0	0	0	1	0
CVRK01005167.1	0	0	0	0	0	0	139	0
CVRK01005168.1	0	0	0	0	0	0	24	0
CVRK01005169.1	0	0	0	0	0	0	0	0
CVRK01005170.1	0	0	0	0	0	0	40	0
CVRK01005171.1	0	0	0	0	0	0	0	0
CVRK01005172.1	0	0	0	0	0	0	20	0
CVRK01005173.1	0	0	0	0	0	0	114	0
CVRK01005174.1	3	0	3	3	0	0	26	8
CVRK01005175.1	0	0	0	0	0	0	24	0
CVRK01005176.1	0	0	0	0	0	0	2	0
CVRK01005177.1	0	0	0	0	0	0	0	0
CVRK01005178.1	0	0	0	0	0	0	81	0
CVRK01005179.1	0	0	0	0	45	0	374	0
CVRK01005180.1	0	0	0	0	0	0	245	0
CVRK01005181.1	0	0	0	0	0	0	201	0
CVRK01005182.1	0	0	0	0	0	0	24	0
CVRK01005183.1	0	0	0	0	0	0	1	0
CVRK01005184.1	0	0	0	0	0	0	112	0
CVRK01005185.1	0	0	0	0	0	0	19	0
CVRK01005186.1	0	0	0	0	0	0	139	0
CVRK01005187.1	0	0	0	0	0	0	24	0
CVRK01005188.1	0	0	0	0	0	0	75	0
CVRK01005189.1	11	0	12	0	32	0	69	11
CVRK01005190.1	241	2	148	3	354	4	346	1
CVRK01005191.1	0	0	0	0	0	0	18	0
CVRK01005192.1	0	0	0	0	12	0	31	0
CVRK01005193.1	0	0	0	0	0	0	10	0
CVRK01005194.1	2	2	0	8	8	201	43	29
CVRK01005195.1	0	0	0	0	0	0	37	0
CVRK01005196.1	0	0	0	0	0	0	17	0
CVRK01005197.1	0	0	0	0	0	0	7	0
CVRK01005198.1	0	0	0	0	0	0	15	0
CVRK01005199.1	643	48	1961	28	1073	135	564	72
CVRK01005200.1	0	0	0	0	0	0	81	0
CVRK01005201.1	9	0	13	0	36	0	256	0
CVRK01005202.1	0	0	0	0	0	0	17	0
CVRK01005203.1	0	0	0	0	0	0	33	0
CVRK01005204.1	0	0	0	0	0	0	130	0
CVRK01005205.1	0	0	0	0	0	0	173	0
CVRK01005206.1	0	0	0	0	0	0	40	0
CVRK01005207.1	0	0	0	0	0	0	71	0
CVRK01005208.1	0	0	0	0	0	0	19	0
CVRK01005209.1	0	0	0	0	0	0	27	0
CVRK01005210.1	0	0	0	0	0	0	0	0
CVRK01005211.1	0	0	0	0	0	0	0	0
CVRK01005212.1	0	0	0	0	0	0	143	0
CVRK01005213.1	0	0	0	0	0	0	40	0
CVRK01005214.1	0	0	0	0	0	0	39	0
CVRK01005215.1	0	0	0	0	0	0	0	0
CVRK01005216.1	0	0	0	0	0	0	48	0
CVRK01005217.1	0	0	0	0	0	0	5	0
CVRK01005218.1	0	0	0	0	0	0	14	0
CVRK01005219.1	0	0	0	0	0	0	35	0
CVRK01005220.1	0	0	0	0	0	0	120	0
CVRK01005221.1	0	0	0	0	0	0	43	0
CVRK01005222.1	0	0	0	0	0	0	56	0
CVRK01005223.1	41	0	39	0	20	0	170	0
CVRK01005224.1	0	0	0	0	0	0	83	0
CVRK01005225.1	0	0	0	0	0	0	200	0
CVRK01005226.1	0	0	0	0	0	0	101	0
CVRK01005227.1	0	0	7	0	11	0	262	0
CVRK01005228.1	0	0	0	0	0	0	54	0
CVRK01005229.1	0	0	0	0	0	0	285	0
CVRK01005230.1	0	0	0	0	0	0	24	0
CVRK01005231.1	0	0	0	0	0	0	0	0
CVRK01005232.1	0	0	0	0	0	0	13	0
CVRK01005233.1	0	0	0	0	0	0	4	0
CVRK01005234.1	0	0	0	0	0	0	3	0
CVRK01005235.1	0	0	0	0	0	0	1	0
CVRK01005236.1	20	0	9	0	51	2	293	0
CVRK01005237.1	0	0	0	0	0	0	0	0
CVRK01005238.1	0	0	0	0	0	0	39	0
CVRK01005239.1	8	0	17	0	11	8	169	0
CVRK01005240.1	0	0	0	0	0	0	27	0
CVRK01005241.1	0	0	0	0	0	0	3	0
CVRK01005242.1	0	0	0	0	0	0	4	0
CVRK01005243.1	0	0	0	0	0	0	1	0
CVRK01005244.1	0	0	0	0	0	0	4	0
CVRK01005245.1	0	0	0	0	0	0	67	0
CVRK01005246.1	0	0	0	0	0	0	87	0
CVRK01005247.1	0	0	0	0	0	0	6	0
CVRK01005248.1	0	0	0	0	0	0	215	0
CVRK01005249.1	0	0	0	0	0	0	11	0
CVRK01005250.1	0	0	0	0	0	0	24	0
CVRK01005251.1	0	0	0	0	0	0	212	0
CVRK01005252.1	0	0	0	0	0	0	2	0
CVRK01005253.1	0	0	0	0	0	0	9	0
CVRK01005254.1	4448	795	1237	833	4301	433	4071	1070
CVRK01005255.1	0	0	0	0	0	0	5	0
CVRK01005256.1	0	0	0	0	0	0	30	0
CVRK01005257.1	0	0	0	0	0	0	14	0
CVRK01005258.1	0	0	0	0	0	0	2	0
CVRK01005259.1	0	0	0	0	0	0	2	0
CVRK01005260.1	3	2	20	12	20	11	8	3
CVRK01005261.1	0	0	0	0	0	0	0	0
CVRK01005262.1	0	0	0	0	46	6	8	0
CVRK01005263.1	0	0	0	0	0	0	21	0
CVRK01005264.1	0	0	0	0	0	0	10	0
CVRK01005265.1	5	0	0	0	201	4	948	1
CVRK01005266.1	0	0	0	0	0	0	13	0
CVRK01005267.1	4	0	2	3	2	0	51	14
CVRK01005268.1	0	0	0	0	0	0	7	0
CVRK01005269.1	0	0	0	0	0	0	1	0
CVRK01005270.1	0	0	0	0	0	0	3	0
CVRK01005271.1	0	0	0	0	0	0	272	0
CVRK01005272.1	0	0	0	0	0	0	23	0
CVRK01005273.1	0	0	0	0	0	0	6	0
CVRK01005274.1	0	0	0	0	0	0	33	0
CVRK01005275.1	0	0	0	0	0	0	0	0
CVRK01005276.1	0	0	0	0	0	0	13	0
CVRK01005277.1	0	0	0	0	0	0	7	0
CVRK01005278.1	0	0	0	0	0	0	0	0
CVRK01005279.1	0	0	0	0	0	0	131	0
CVRK01005280.1	0	0	0	0	0	0	0	0
CVRK01005281.1	0	0	0	0	0	0	216	0
CVRK01005282.1	0	0	0	0	0	0	104	0
CVRK01005283.1	0	0	0	0	0	0	0	0
CVRK01005284.1	0	0	0	0	0	0	0	0
CVRK01005285.1	0	0	0	0	0	0	0	0
CVRK01005286.1	0	0	0	0	0	0	0	0
CVRK01005287.1	0	0	0	0	0	0	1	0
CVRK01005288.1	0	0	0	0	0	0	0	0
CVRK01005290.1	0	0	0	0	0	0	0	0
CVRK01005291.1	0	0	0	0	0	0	2	0
CVRK01005292.1	0	0	0	0	0	0	0	0
CVRK01005293.1	0	0	0	0	0	0	4	0
CVRK01005294.1	0	0	0	0	0	0	0	0
CVRK01005295.1	0	0	0	0	0	0	9	0
CVRK01005296.1	0	0	0	0	0	0	195	0
CVRK01005297.1	0	0	0	0	0	0	0	0
CVRK01005298.1	0	0	0	0	0	0	0	0
CVRK01005299.1	0	0	0	0	0	0	0	0
CVRK01005300.1	0	0	0	0	0	0	1	0
CVRK01005301.1	0	0	0	0	0	0	57	0
CVRK01005302.1	0	0	0	0	0	0	2	0
CVRK01005303.1	0	0	0	0	0	0	0	0
CVRK01005304.1	0	0	0	0	0	0	1	0
CVRK01005305.1	0	0	0	0	0	0	11	0
CVRK01005306.1	0	0	0	0	0	0	0	0
CVRK01005307.1	0	0	0	0	0	0	72	0
CVRK01005308.1	0	0	0	0	0	0	3	0
CVRK01005309.1	0	0	0	0	0	0	1	0
CVRK01005310.1	372	39	336	0	0	0	117	3
CVRK01005311.1	0	0	0	0	0	0	1	0
CVRK01005312.1	0	0	0	0	0	0	0	0
CVRK01005313.1	0	0	0	0	0	0	0	0
CVRK01005314.1	0	0	0	0	0	0	0	0
CVRK01005315.1	0	0	0	0	0	0	2	0
CVRK01005316.1	0	0	0	0	0	0	1	0
CVRK01005317.1	0	0	0	0	0	0	0	0
CVRK01005318.1	0	0	0	0	0	0	0	0
CVRK01005319.1	0	0	0	0	0	0	0	0
CVRK01005320.1	0	0	0	0	0	0	0	0
CVRK01005321.1	0	0	0	0	0	0	0	0
CVRK01005322.1	0	0	0	0	0	0	104	0
CVRK01005323.1	0	0	0	0	14	0	39	0
CVRK01005324.1	0	0	0	0	0	0	0	0
CVRK01005325.1	0	0	0	0	0	0	0	0
CVRK01005326.1	0	0	0	0	0	0	1	0
CVRK01005327.1	0	0	0	0	0	0	0	0
CVRK01005328.1	0	0	0	0	0	0	0	0
CVRK01005329.1	0	0	0	0	0	0	101	0
CVRK01005330.1	0	0	0	0	0	0	0	0
CVRK01005331.1	0	0	0	0	0	0	0	0
CVRK01005332.1	0	0	0	0	0	0	9	0
CVRK01005333.1	0	0	0	0	0	0	44	0
CVRK01005334.1	0	0	0	0	0	0	0	0
CVRK01005335.1	0	0	0	0	0	0	140	0
CVRK01005336.1	0	0	0	0	0	0	0	0
CVRK01005337.1	0	0	0	0	0	0	0	0
CVRK01005338.1	0	0	0	0	0	0	6	0
CVRK01005339.1	0	0	0	0	0	0	10	0
CVRK01005340.1	0	0	0	0	0	0	0	0
CVRK01005341.1	0	0	0	0	0	0	0	0
CVRK01005342.1	0	0	0	0	0	0	23	0
CVRK01005343.1	0	0	0	0	0	0	32	0
CVRK01005344.1	0	0	0	0	0	0	0	0
CVRK01005345.1	0	0	0	0	0	0	0	0
CVRK01005346.1	0	0	0	0	0	0	0	0
CVRK01005347.1	7	0	31	0	5	0	19	0
CVRK01005348.1	0	0	0	0	0	0	10	0
CVRK01005349.1	0	0	0	0	0	0	0	0
CVRK01005350.1	0	0	0	0	0	0	1	0
CVRK01005351.1	0	0	0	0	0	0	11	0
CVRK01005352.1	0	0	0	0	0	0	203	0
CVRK01005353.1	0	0	0	0	0	0	8	0
CVRK01005354.1	0	0	0	0	0	0	253	0
CVRK01005355.1	0	0	0	0	0	0	10	0
CVRK01005356.1	0	0	0	0	0	0	5	0
CVRK01005357.1	0	0	0	0	0	0	17	0
CVRK01005358.1	15	7	37	0	9	0	92	2
CVRK01005359.1	8	0	4	0	31	0	81	0
CVRK01005360.1	0	0	0	0	0	0	0	0
CVRK01005361.1	0	0	0	0	0	0	4	0
CVRK01005363.1	0	0	0	0	0	0	715	0
CVRK01005364.1	0	0	0	0	0	0	0	0
CVRK01005365.1	0	0	0	0	0	0	0	0
CVRK01005366.1	0	0	0	0	0	0	41	0
CVRK01005367.1	0	0	0	0	0	0	66	0
CVRK01005368.1	39	8	21	0	17	2	61	1
CVRK01005369.1	0	0	0	0	0	0	11	0
CVRK01005370.1	9257	874	6707	9	9844	704	6442	31
CVRK01005371.1	0	0	0	0	0	0	4	0
CVRK01005372.1	0	0	0	0	13	2	2	0
CVRK01005373.1	82	1	101	7	24	0	117	3
CVRK01005374.1	0	0	0	0	0	0	7	0
CVRK01005375.1	0	0	0	0	0	0	43	0
CVRK01005376.1	0	0	0	0	0	0	10	0
CVRK01005377.1	0	0	0	0	0	0	0	0
CVRK01005378.1	0	0	0	0	0	0	12	0
CVRK01005379.1	0	0	0	0	0	0	0	0
CVRK01005380.1	0	0	0	0	0	0	0	0
CVRK01005381.1	0	0	0	0	0	0	0	0
CVRK01005382.1	0	0	0	0	0	0	9	0
CVRK01005383.1	0	0	0	0	0	0	3	0
CVRK01005384.1	0	0	0	0	0	0	0	0
CVRK01005385.1	0	0	0	0	0	0	9	0
CVRK01005386.1	210	21	193	3	570	6	544	8
CVRK01005387.1	0	0	0	0	0	0	0	0
CVRK01005388.1	0	0	0	0	0	0	3	0
CVRK01005390.1	0	0	0	0	0	0	5	0
CVRK01005391.1	0	0	0	0	0	0	2	0
CVRK01005392.1	0	0	0	0	0	0	89	0
CVRK01005393.1	0	0	0	0	0	0	0	0
CVRK01005394.1	0	0	0	0	0	0	86	0
CVRK01005395.1	0	0	0	0	0	0	36	0
CVRK01005397.1	0	0	0	0	0	0	0	0
CVRK01005398.1	0	0	0	0	0	0	0	0
CVRK01005399.1	0	0	0	0	0	0	3	0
CVRK01005400.1	0	0	0	0	0	0	0	0
CVRK01005401.1	139	63	110	0	720	0	776	0
CVRK01005402.1	0	0	0	0	0	0	42	0
CVRK01005403.1	0	0	0	0	0	0	131	0
CVRK01005404.1	0	0	0	0	0	0	9	0
CVRK01005405.1	0	0	0	0	0	0	2	0
CVRK01005406.1	0	0	0	0	0	0	37	0
CVRK01005407.1	0	0	0	0	0	0	0	0
CVRK01005408.1	0	0	0	0	0	0	259	0
CVRK01005409.1	0	0	0	0	0	0	21	0
CVRK01005410.1	0	0	0	0	0	0	25	0
CVRK01005411.1	0	0	0	0	0	0	1	0
CVRK01005412.1	0	0	0	0	0	0	0	0
CVRK01005413.1	0	0	0	0	0	0	145	0
CVRK01005414.1	0	0	0	0	0	0	36	0
CVRK01005415.1	0	0	0	0	0	0	97	0
CVRK01005416.1	2357	313	268	32	1053	188	176	156
CVRK01005417.1	0	0	0	0	0	0	0	0
CVRK01005418.1	0	0	0	0	0	0	1	0
CVRK01005419.1	0	0	0	0	0	0	1	0
CVRK01005420.1	0	0	0	0	0	0	0	0
CVRK01005421.1	0	0	0	0	0	0	11	0
CVRK01005422.1	0	0	0	0	0	0	2	0
CVRK01005423.1	1316	147	877	237	313	385	345	144
CVRK01005425.1	1029	510	131	4	110	10	304	1
CVRK01005426.1	0	0	0	0	0	0	10	0
CVRK01005427.1	0	0	0	0	0	0	7	0
CVRK01005428.1	0	0	0	0	0	0	12	0
CVRK01005429.1	0	0	0	0	0	0	52	0
CVRK01005430.1	0	0	0	0	0	0	8	0
CVRK01005431.1	0	0	0	0	0	0	0	0
CVRK01005432.1	0	0	0	0	0	0	11	0
CVRK01005433.1	0	0	0	0	0	0	2	0
CVRK01005434.1	0	0	0	0	0	0	39	0
CVRK01005435.1	0	0	0	0	0	0	16	0
CVRK01005436.1	0	0	0	0	0	0	0	0
CVRK01005437.1	0	0	0	0	0	0	0	0
CVRK01005438.1	0	0	0	0	0	0	11	0
CVRK01005439.1	90	0	817	22	5	0	185	8
CVRK01005440.1	0	0	0	0	0	0	3	0
CVRK01005441.1	0	0	0	0	0	0	0	0
CVRK01005442.1	0	0	0	0	0	0	2	0
CVRK01005443.1	0	0	0	0	0	0	0	0
CVRK01005444.1	0	0	0	0	0	0	74	0
CVRK01005445.1	0	0	0	0	0	0	6	0
CVRK01005446.1	14	0	2	7	26	1	472	0
CVRK01005447.1	0	0	0	0	0	0	26	0
CVRK01005448.1	0	0	0	0	0	0	26	0
CVRK01005449.1	0	0	0	0	0	0	7	0
CVRK01005450.1	0	0	0	0	0	0	42	0
CVRK01005451.1	0	0	0	0	11	0	359	9
CVRK01005452.1	0	0	0	0	0	0	4	0
CVRK01005453.1	0	0	0	0	0	0	12	0
CVRK01005454.1	0	0	0	0	0	0	2	0
CVRK01005455.1	0	0	0	0	0	0	33	0
CVRK01005456.1	0	0	0	0	0	0	11	0
CVRK01005458.1	0	0	0	0	0	0	6	0
CVRK01005459.1	0	0	0	0	0	0	4	0
CVRK01005460.1	0	0	0	0	0	0	14	0
CVRK01005461.1	0	0	0	0	0	0	11	0
CVRK01005462.1	0	0	0	0	0	0	6	0
CVRK01005463.1	0	0	0	0	0	0	3	0
CVRK01005464.1	0	0	0	0	0	0	0	0
CVRK01005465.1	0	0	0	0	0	0	54	0
CVRK01005466.1	50	0	21	0	59	0	264	0
CVRK01005468.1	0	0	0	0	0	0	42	0
CVRK01005469.1	0	0	0	0	0	0	0	0
CVRK01005470.1	0	0	0	0	0	0	0	0
CVRK01005471.1	0	0	0	0	0	0	2	0
CVRK01005472.1	0	0	0	0	0	0	93	0
CVRK01005473.1	0	0	0	0	0	0	0	0
CVRK01005474.1	0	0	0	0	0	0	4	0
CVRK01005476.1	0	0	0	0	0	0	21	0
CVRK01005477.1	0	0	0	0	0	0	46	0
CVRK01005478.1	0	0	0	0	0	0	62	0
CVRK01005479.1	0	0	0	0	0	0	0	0
CVRK01005480.1	0	0	0	0	0	0	8	0
CVRK01005481.1	0	0	0	0	0	0	0	0
CVRK01005483.1	0	0	0	0	0	0	33	0
CVRK01005484.1	0	0	0	0	0	0	319	0
CVRK01005485.1	0	0	0	0	0	0	6	0
CVRK01005486.1	0	0	0	0	0	0	14	0
CVRK01005487.1	0	0	0	0	0	0	9	0
CVRK01005488.1	0	0	0	0	0	0	49	0
CVRK01005491.1	0	0	0	0	0	0	15	0
CVRK01005492.1	0	0	0	0	0	0	5	0
CVRK01005493.1	0	0	0	0	29	0	351	0
CVRK01005494.1	0	0	0	0	0	0	0	0
CVRK01005495.1	0	0	0	0	0	0	62	0
CVRK01005496.1	0	0	0	0	0	0	26	0
CVRK01005497.1	0	0	0	0	0	0	10	0
CVRK01005498.1	0	0	0	0	0	0	1	0
CVRK01005499.1	8	0	5	0	0	0	188	0
CVRK01005500.1	0	0	0	0	0	0	1	0
CVRK01005502.1	0	0	0	0	0	0	1	0
CVRK01005503.1	0	0	0	0	0	0	3	0
CVRK01005504.1	136	2	87	1	67	1	20	0
CVRK01005505.1	0	0	0	0	0	0	0	0
CVRK01005506.1	0	0	0	0	0	0	0	0
CVRK01005508.1	0	0	0	0	0	0	26	0
CVRK01005509.1	0	0	0	0	0	0	4	0
CVRK01005511.1	0	0	0	0	0	0	0	0
CVRK01005512.1	0	0	0	0	0	0	0	0
CVRK01005513.1	63	6	62	8	55	1	107	0
CVRK01005514.1	0	0	0	0	0	0	14	0
CVRK01005515.1	0	0	0	0	0	0	0	0
CVRK01005516.1	0	0	0	0	0	0	46	0
CVRK01005517.1	0	0	0	0	0	0	2	0
CVRK01005518.1	0	0	0	0	0	0	133	0
CVRK01005520.1	0	0	0	0	0	0	34	0
CVRK01005521.1	0	0	0	0	0	0	0	0
CVRK01005522.1	0	0	0	0	0	0	1	0
CVRK01005523.1	0	0	0	0	0	0	0	0
CVRK01005525.1	0	0	0	0	0	0	7	0
CVRK01005526.1	0	0	0	0	0	0	0	0
CVRK01005527.1	0	0	0	0	0	0	26	0
CVRK01005528.1	0	0	0	0	0	0	134	0
CVRK01005529.1	49	0	15	0	0	0	85	0
CVRK01005530.1	0	0	0	0	0	0	185	0
CVRK01005531.1	0	0	0	0	0	0	12	0
CVRK01005532.1	0	0	0	0	0	0	0	0
CVRK01005533.1	0	0	0	0	0	0	99	0
CVRK01005534.1	0	0	0	0	0	0	90	0
CVRK01005535.1	0	0	0	0	0	0	0	0
CVRK01005537.1	0	0	0	0	0	0	6	0
CVRK01005538.1	0	0	0	0	0	0	3	0
CVRK01005539.1	0	0	0	0	0	0	0	0
CVRK01005540.1	0	0	0	0	0	0	1	0
CVRK01005541.1	0	0	0	0	0	0	1	0
CVRK01005542.1	0	0	0	0	0	0	0	0
CVRK01005543.1	0	0	0	0	0	0	0	0
CVRK01005544.1	0	0	0	0	0	0	2	0
CVRK01005545.1	0	0	0	0	0	0	29	0
CVRK01005546.1	0	0	0	0	0	0	21	0
CVRK01005547.1	0	0	542	13	186	1	194	1
CVRK01005548.1	0	0	0	0	0	0	1	0
CVRK01005549.1	0	0	0	0	0	0	44	0
CVRK01005550.1	0	0	0	0	0	0	15	0
CVRK01005551.1	0	0	0	0	0	0	2	0
CVRK01005552.1	0	0	0	0	0	0	190	0
CVRK01005553.1	0	0	0	0	0	0	0	0
CVRK01005554.1	0	0	0	0	0	0	0	0
CVRK01005555.1	0	0	0	0	0	0	16	0
CVRK01005556.1	0	0	0	0	0	0	23	0
CVRK01005557.1	0	0	0	0	0	0	26	0
CVRK01005558.1	0	0	0	0	0	0	21	0
CVRK01005559.1	0	0	0	0	0	0	0	0
CVRK01005560.1	0	0	0	0	0	0	16	0
CVRK01005561.1	0	0	0	0	0	0	6	0
CVRK01005562.1	0	0	0	0	0	0	7	0
CVRK01005563.1	0	0	0	0	0	0	2	0
CVRK01005564.1	0	0	0	0	0	0	33	0
CVRK01005565.1	0	0	0	0	0	0	63	0
CVRK01005566.1	0	0	0	0	0	0	30	0
CVRK01005568.1	47	0	67	2	204	4	140	0
CVRK01005569.1	0	0	0	0	0	0	4	0
CVRK01005570.1	0	0	108	2	85	1	312	0
CVRK01005571.1	125	0	79	0	26	0	134	6
CVRK01005572.1	0	0	0	0	0	0	83	0
CVRK01005573.1	0	0	17	0	12	0	157	0
CVRK01005574.1	6	0	6	0	11	0	78	0
CVRK01005575.1	0	0	0	0	0	0	15	0
CVRK01005576.1	0	0	0	0	0	0	203	0
CVRK01005577.1	0	0	0	0	0	0	185	0
CVRK01005578.1	0	0	0	0	0	0	69	0
CVRK01005579.1	0	0	0	0	0	0	8	0
CVRK01005580.1	0	0	0	0	0	0	29	0
CVRK01005581.1	0	0	0	0	0	0	32	0
CVRK01005582.1	0	0	0	0	0	0	114	0
CVRK01005583.1	21	0	25	0	3	0	172	0
CVRK01005584.1	0	0	0	0	0	0	240	0
CVRK01005585.1	0	0	0	0	0	0	0	0
CVRK01005586.1	0	0	0	0	0	0	29	0
CVRK01005587.1	0	0	0	0	0	0	87	0
CVRK01005588.1	489	35	1457	20	264	6	512	15
CVRK01005589.1	0	0	0	0	0	0	64	0
CVRK01005590.1	0	0	0	0	0	0	5	0
CVRK01005591.1	0	0	0	0	0	0	119	0
CVRK01005592.1	0	0	0	0	0	0	2	0
CVRK01005593.1	0	0	0	0	0	0	8	0
CVRK01005594.1	0	0	0	0	0	0	153	0
CVRK01005595.1	0	0	0	0	0	0	69	0
CVRK01005596.1	0	0	0	0	0	0	0	0
CVRK01005597.1	34	1	22	1	105	0	171	1
CVRK01005598.1	0	0	0	0	0	0	56	0
CVRK01005599.1	124	0	54	1	91	0	161	25
CVRK01005600.1	0	0	0	0	0	0	95	0
CVRK01005601.1	0	0	0	0	0	0	54	0
CVRK01005602.1	29	2	14	1	12	4	103	5
CVRK01005603.1	0	0	0	0	0	0	82	0
CVRK01005604.1	0	0	0	0	0	0	13	0
CVRK01005605.1	0	0	0	0	0	0	53	0
CVRK01005606.1	0	0	0	0	0	0	385	0
CVRK01005607.1	0	0	0	0	0	0	32	0
CVRK01005608.1	0	0	0	0	0	0	25	0
CVRK01005609.1	0	0	0	0	0	0	37	0
CVRK01005610.1	0	0	0	0	0	0	103	0
CVRK01005611.1	0	0	0	0	0	0	404	0
CVRK01005612.1	0	0	0	0	0	0	50	0
CVRK01005613.1	0	0	0	0	0	0	41	0
CVRK01005614.1	0	0	0	0	0	0	77	0
CVRK01005615.1	0	0	0	0	0	0	194	0
CVRK01005616.1	0	0	0	0	0	0	91	0
CVRK01005617.1	0	0	0	0	0	0	18	0
CVRK01005618.1	0	0	0	0	87	0	90	0
CVRK01005619.1	140	11	102	23	504	8	838	3
CVRK01005620.1	0	0	0	0	0	0	21	0
CVRK01005621.1	0	0	0	0	0	0	3	0
CVRK01005622.1	0	0	0	0	0	0	140	0
CVRK01005623.1	0	0	0	0	0	0	2	0
CVRK01005624.1	0	0	0	0	0	0	1	0
CVRK01005625.1	0	0	0	0	0	0	17	0
CVRK01005626.1	0	0	0	0	0	0	0	0
CVRK01005627.1	0	0	0	0	0	0	36	0
CVRK01005628.1	0	0	0	0	0	0	1	0
CVRK01005629.1	0	0	0	0	0	0	10	0
CVRK01005630.1	0	0	0	0	0	0	6	0
CVRK01005631.1	0	0	0	0	0	0	43	0
CVRK01005632.1	0	0	0	0	0	0	24	0
CVRK01005633.1	0	0	0	0	0	0	4	0
CVRK01005634.1	0	0	0	0	0	0	0	0
CVRK01005635.1	0	0	0	0	0	0	1	0
CVRK01005636.1	0	0	0	0	0	0	0	0
CVRK01005637.1	0	0	0	0	0	0	355	0
CVRK01005638.1	0	0	0	0	0	0	0	0
CVRK01005640.1	0	0	0	0	0	0	89	0
CVRK01005641.1	0	0	0	0	0	0	33	0
CVRK01005642.1	0	0	0	0	0	0	0	0
CVRK01005643.1	0	0	0	0	0	0	20	0
CVRK01005644.1	0	0	0	0	0	0	22	0
CVRK01005645.1	0	0	0	0	0	0	7	0
CVRK01005646.1	28	0	27	0	21	0	152	11
CVRK01005647.1	0	0	0	0	0	0	7	0
CVRK01005648.1	0	0	0	0	0	0	0	0
CVRK01005649.1	0	0	0	0	0	0	34	0
CVRK01005650.1	0	0	0	0	0	0	52	0
CVRK01005651.1	0	0	0	0	0	0	89	0
CVRK01005652.1	0	0	0	0	0	0	2	0
CVRK01005653.1	0	0	0	0	0	0	1	0
CVRK01005654.1	49	7	312	11	106	0	146	7
CVRK01005655.1	0	0	0	0	0	0	32	0
CVRK01005656.1	0	0	0	0	0	0	7	0
CVRK01005657.1	0	0	0	0	0	0	20	0
CVRK01005659.1	0	0	0	0	0	0	5	0
CVRK01005660.1	0	0	0	0	0	0	15	0
CVRK01005661.1	0	0	0	0	0	0	42	0
CVRK01005662.1	0	0	0	0	0	0	6	0
CVRK01005663.1	1736	1349	3252	1394	6069	1069	165	1574
CVRK01005664.1	526	33	110	0	156	4	583	47
CVRK01005665.1	0	0	0	0	0	0	6	0
CVRK01005666.1	0	0	0	0	0	0	414	0
CVRK01005667.1	0	0	0	0	0	0	0	0
CVRK01005668.1	0	0	0	0	0	0	1	0
CVRK01005669.1	0	0	0	0	0	0	6	0
CVRK01005670.1	0	0	0	0	0	0	0	0
CVRK01005671.1	0	0	0	0	0	0	68	0
CVRK01005672.1	0	0	0	0	0	0	46	0
CVRK01005673.1	0	0	0	0	0	0	2	0
CVRK01005674.1	0	0	0	0	0	0	3	0
CVRK01005675.1	0	0	0	0	0	0	17	0
CVRK01005676.1	0	0	0	0	0	0	0	0
