GENE	S_alburnoides	S_alburnoides+N	S_pyrenaicus	S_pyrenaicus+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
CVRK01015235.1	0	0	0	0	0	0	1	0
CVRK01015236.1	0	0	0	0	0	0	0	0
CVRK01015237.1	34	0	40	0	158	3	174	1
CVRK01015238.1	0	0	0	0	0	0	2	0
CVRK01015239.1	0	0	0	0	0	0	1	0
CVRK01015240.1	0	0	0	0	0	0	70	0
CVRK01015241.1	0	0	0	0	0	0	2	0
CVRK01015242.1	0	0	0	0	0	0	43	0
CVRK01015243.1	0	0	0	0	0	0	101	0
CVRK01015244.1	41	0	18	0	0	0	265	0
CVRK01015245.1	0	0	0	0	0	0	4	0
CVRK01015247.1	0	0	0	0	34	37	29	3
CVRK01015248.1	0	0	0	0	0	0	6	0
CVRK01015249.1	0	0	0	0	0	0	0	0
CVRK01015250.1	0	0	0	0	0	0	13	0
CVRK01015251.1	0	0	0	0	0	0	0	0
CVRK01015252.1	10	0	7	0	10	0	154	0
CVRK01015253.1	0	0	0	0	0	0	1	0
CVRK01015254.1	27	9	9	1	28	10	20	0
CVRK01015256.1	0	0	0	0	0	0	26	0
CVRK01015257.1	0	0	0	0	0	0	0	0
CVRK01015258.1	0	0	0	0	0	0	35	0
CVRK01015259.1	0	0	0	0	0	0	20	0
CVRK01015260.1	0	0	0	0	0	0	3	0
CVRK01015261.1	0	0	0	0	0	0	15	0
CVRK01015262.1	0	0	0	0	0	0	18	0
CVRK01015263.1	0	0	0	0	0	0	209	0
CVRK01015264.1	0	0	0	0	0	0	40	0
CVRK01015265.1	0	0	0	0	0	0	1	0
CVRK01015266.1	0	0	0	0	0	0	8	0
CVRK01015267.1	0	0	0	0	0	0	1	0
CVRK01015268.1	0	0	0	0	0	0	0	0
CVRK01015269.1	0	0	0	0	0	0	10	0
CVRK01015270.1	0	0	0	0	0	0	60	0
CVRK01015271.1	0	0	0	0	0	0	0	0
CVRK01015272.1	2146	5	673	2	203	0	609	0
CVRK01015273.1	0	0	0	0	0	0	15	0
CVRK01015274.1	0	0	0	0	0	0	0	0
CVRK01015275.1	0	0	0	0	0	0	7	0
CVRK01015276.1	0	0	0	0	0	0	12	0
CVRK01015277.1	0	0	0	0	0	0	80	0
CVRK01015278.1	0	0	0	0	0	0	0	0
CVRK01015279.1	0	0	0	0	0	0	56	0
CVRK01015280.1	0	0	0	0	0	0	0	0
CVRK01015281.1	0	0	0	0	0	0	41	0
CVRK01015282.1	496	1	281	2	70	0	127	0
CVRK01015283.1	0	0	0	0	0	0	0	0
CVRK01015284.1	0	0	0	0	0	0	1	0
CVRK01015285.1	0	0	0	0	0	0	0	0
CVRK01015286.1	0	0	0	0	0	0	18	0
CVRK01015287.1	0	0	0	0	0	0	19	0
CVRK01015288.1	0	0	0	0	0	0	70	0
CVRK01015289.1	0	0	0	0	0	0	13	0
CVRK01015290.1	0	0	0	0	0	0	291	0
CVRK01015291.1	0	0	0	0	0	0	1	0
CVRK01015292.1	0	0	0	0	0	0	8	0
CVRK01015293.1	0	0	0	0	0	0	28	0
CVRK01015294.1	0	0	0	0	0	0	2	0
CVRK01015295.1	0	0	0	0	0	0	127	0
CVRK01015296.1	0	0	0	0	0	0	3	0
CVRK01015297.1	0	0	0	0	0	0	0	0
CVRK01015298.1	0	0	0	0	0	0	35	0
CVRK01015299.1	0	0	0	0	0	0	0	0
CVRK01015300.1	0	0	0	0	0	0	7	0
CVRK01015301.1	0	0	0	0	0	0	1	0
CVRK01015302.1	0	0	0	0	0	0	910	0
CVRK01015303.1	0	0	0	0	0	0	72	0
CVRK01015304.1	0	0	0	0	0	0	22	0
CVRK01015305.1	0	0	0	0	0	0	0	0
CVRK01015306.1	0	0	0	0	0	0	18	0
CVRK01015307.1	0	0	0	0	0	0	196	0
CVRK01015308.1	0	0	0	0	0	0	541	0
CVRK01015309.1	0	0	0	0	0	0	5	0
CVRK01015310.1	0	0	0	0	0	0	9	0
CVRK01015311.1	0	0	0	0	0	0	0	0
CVRK01015312.1	21	0	7	0	26	0	533	0
CVRK01015313.1	0	0	0	0	0	0	130	0
CVRK01015314.1	0	0	0	0	0	0	0	0
CVRK01015315.1	0	0	0	0	0	0	145	0
CVRK01015316.1	0	0	0	0	0	0	26	0
CVRK01015317.1	0	0	0	0	0	0	0	0
CVRK01015318.1	0	0	0	0	0	0	257	0
CVRK01015319.1	0	0	0	0	0	0	5	0
CVRK01015320.1	0	0	0	0	0	0	0	0
CVRK01015321.1	0	0	0	0	0	0	83	0
CVRK01015322.1	0	0	0	0	0	0	1	0
CVRK01015323.1	0	0	0	0	0	0	107	0
CVRK01015324.1	0	0	0	0	0	0	55	0
CVRK01015325.1	0	0	0	0	0	0	15	0
CVRK01015326.1	0	0	0	0	0	0	33	0
CVRK01015327.1	24	0	20	0	23	0	125	0
CVRK01015328.1	0	0	0	0	0	0	122	0
CVRK01015329.1	0	0	0	0	0	0	4	0
CVRK01015330.1	0	0	0	0	0	0	42	0
CVRK01015331.1	0	0	0	0	0	0	1	0
CVRK01015332.1	0	0	0	0	0	0	4	0
CVRK01015333.1	0	0	0	0	0	0	0	0
CVRK01015334.1	32	2	80	2	155	32	210	0
CVRK01015335.1	23	6	17	0	46	3	137	2
CVRK01015336.1	0	0	0	0	0	0	11	0
CVRK01015337.1	0	0	0	0	0	0	21	0
CVRK01015338.1	0	0	0	0	0	0	98	0
CVRK01015339.1	0	0	0	0	0	0	1	0
CVRK01015340.1	0	0	0	0	0	0	201	0
CVRK01015341.1	0	0	0	0	0	0	45	0
CVRK01015342.1	0	0	0	0	0	0	3	0
CVRK01015343.1	0	0	0	0	0	0	22	0
CVRK01015344.1	92631	1983	42934	1105	7152	123	271	136
CVRK01015345.1	0	0	0	0	0	0	7	0
CVRK01015346.1	0	0	0	0	0	0	1	0
CVRK01015347.1	0	0	0	0	0	0	0	0
CVRK01015348.1	0	0	0	0	0	0	81	0
CVRK01015349.1	0	0	0	0	0	0	780	0
CVRK01015350.1	0	0	0	0	0	0	2	0
CVRK01015351.1	42	3	3	1	11	0	77	1
CVRK01015352.1	0	0	0	0	0	0	5	0
CVRK01015353.1	0	0	0	0	0	0	8	0
CVRK01015354.1	0	0	0	0	0	0	53	0
CVRK01015355.1	0	0	0	0	0	0	0	0
CVRK01015356.1	0	0	0	0	0	0	25	0
CVRK01015357.1	48	66	29	79	228	276	65	240
CVRK01015358.1	0	0	3	2	55	22	169	0
CVRK01015359.1	0	0	0	0	0	0	29	0
CVRK01015360.1	810	0	368	24	2283	26	1416	158
CVRK01015361.1	6	0	2	0	0	0	104	0
CVRK01015362.1	0	0	0	0	0	0	372	0
CVRK01015363.1	0	0	0	0	0	0	9	0
CVRK01015364.1	0	0	0	0	0	0	0	0
CVRK01015365.1	0	0	0	0	0	0	0	0
CVRK01015366.1	0	0	0	0	0	0	0	0
CVRK01015367.1	0	0	0	0	0	0	359	0
CVRK01015368.1	0	0	0	0	0	0	58	0
CVRK01015369.1	0	0	0	0	0	0	0	0
CVRK01015370.1	0	0	0	0	0	0	0	0
CVRK01015371.1	58	2	18	0	83	2	52	0
CVRK01015372.1	0	0	0	0	0	0	0	0
CVRK01015373.1	0	0	0	0	0	0	0	0
CVRK01015374.1	0	0	0	0	0	0	38	0
CVRK01015375.1	0	0	0	0	0	0	26	0
CVRK01015376.1	0	0	0	0	0	0	0	0
CVRK01015377.1	0	0	0	0	0	0	4	0
CVRK01015378.1	0	0	0	0	0	0	0	0
CVRK01015379.1	0	0	0	0	0	0	0	0
CVRK01015380.1	0	0	0	0	0	0	41	0
CVRK01015381.1	0	0	0	0	0	0	0	0
CVRK01015382.1	0	0	0	0	0	0	0	0
CVRK01015383.1	0	0	0	0	0	0	1	0
CVRK01015384.1	202	1	87	1	168	0	743	0
CVRK01015385.1	1843	53	1090	105	5838	252	1101	247
CVRK01015386.1	0	0	0	0	0	0	24	0
CVRK01015387.1	596	20	61	0	141	38	968	3
CVRK01015388.1	0	0	0	0	0	0	5	0
CVRK01015389.1	0	0	0	0	0	0	145	0
CVRK01015390.1	0	0	0	0	0	0	63	0
CVRK01015391.1	0	0	0	0	1912	39	125	1
CVRK01015392.1	0	0	0	0	0	0	78	0
CVRK01015393.1	487	11	214	4	1847	8	332	1
CVRK01015394.1	0	0	0	0	0	0	127	0
CVRK01015395.1	85	7	74	2	79	1	337	5
CVRK01015396.1	0	0	0	0	0	0	0	0
CVRK01015397.1	0	0	0	0	0	0	283	0
CVRK01015398.1	0	0	0	0	0	0	1	0
CVRK01015399.1	0	0	0	0	0	0	0	0
CVRK01015400.1	0	0	0	0	0	0	114	0
CVRK01015401.1	0	0	0	0	0	0	428	0
CVRK01015402.1	0	0	0	0	0	0	15	0
CVRK01015403.1	0	0	0	0	0	0	127	0
CVRK01015404.1	0	0	0	0	0	0	112	0
CVRK01015405.1	0	0	0	0	0	0	61	0
CVRK01015406.1	38	0	26	1	0	0	200	0
CVRK01015407.1	0	0	0	0	0	0	2	0
CVRK01015408.1	0	0	0	0	0	0	0	0
CVRK01015409.1	0	0	0	0	0	0	18	0
CVRK01015411.1	1335	0	619	0	29	0	314	13
CVRK01015412.1	0	0	0	0	0	0	37	0
CVRK01015413.1	1906	7	1208	7	81	3	2209	9
CVRK01015414.1	0	0	0	0	0	0	43	0
CVRK01015415.1	0	0	0	0	0	0	6	0
CVRK01015416.1	0	0	0	0	0	0	0	0
CVRK01015417.1	0	0	0	0	26	0	253	0
CVRK01015418.1	0	0	0	0	0	0	11	0
CVRK01015419.1	0	0	0	0	0	0	0	0
CVRK01015420.1	0	0	0	0	0	0	1	0
CVRK01015421.1	0	0	0	0	0	0	0	0
CVRK01015422.1	0	0	0	0	0	0	0	0
CVRK01015423.1	0	0	0	0	0	0	174	0
CVRK01015424.1	0	0	0	0	0	0	33	0
CVRK01015425.1	0	0	0	0	0	0	9	0
CVRK01015426.1	0	0	0	0	0	0	14	0
CVRK01015427.1	0	0	0	0	0	0	0	0
CVRK01015428.1	1409	105	856	8	1754	22	948	5
CVRK01015429.1	0	0	0	0	0	0	4	0
CVRK01015430.1	0	0	0	0	0	0	86	0
CVRK01015431.1	0	0	0	0	0	0	0	0
CVRK01015432.1	397	2	574	42	175	1	349	68
CVRK01015433.1	0	0	0	0	0	0	4	0
CVRK01015434.1	0	0	0	0	0	0	1	0
CVRK01015435.1	0	0	0	0	0	0	9	0
CVRK01015436.1	42	0	23	0	0	0	179	0
CVRK01015437.1	30	0	37	0	48	2	108	3
CVRK01015438.1	0	0	0	0	0	0	2	0
CVRK01015439.1	0	0	0	0	0	0	208	0
CVRK01015440.1	5	0	3	0	17	0	237	0
CVRK01015441.1	0	0	0	0	0	0	7	0
CVRK01015442.1	0	0	0	0	0	0	2	0
CVRK01015443.1	0	0	0	0	0	0	7	0
CVRK01015444.1	0	0	0	0	0	0	24	0
CVRK01015445.1	0	0	0	0	0	0	8	0
CVRK01015446.1	0	0	0	0	0	0	1	0
CVRK01015447.1	0	0	0	0	0	0	0	0
CVRK01015448.1	0	0	0	0	0	0	63	0
CVRK01015449.1	0	0	0	0	0	0	35	0
CVRK01015450.1	3007	12	2583	5	0	0	595	1
CVRK01015451.1	0	0	0	0	0	0	43	0
CVRK01015452.1	0	0	0	0	0	0	139	0
CVRK01015453.1	0	0	0	0	0	0	0	0
CVRK01015454.1	0	0	0	0	0	0	249	0
CVRK01015455.1	506	141	422	0	1076	0	6284	0
CVRK01015456.1	0	0	0	0	0	0	46	0
CVRK01015457.1	0	0	0	0	0	0	39	0
CVRK01015458.1	0	0	0	0	60	0	123	0
CVRK01015459.1	0	0	0	0	0	0	276	0
CVRK01015460.1	0	0	0	0	0	0	19	0
CVRK01015461.1	0	0	0	0	0	0	29	0
CVRK01015462.1	0	0	0	0	0	0	296	0
CVRK01015463.1	0	0	0	0	0	0	19	0
CVRK01015464.1	0	0	0	0	0	0	0	0
CVRK01015465.1	0	0	0	0	0	0	123	0
CVRK01015466.1	0	0	0	0	0	0	47	0
CVRK01015467.1	0	0	0	0	0	0	31	0
CVRK01015468.1	0	0	0	0	0	0	20	0
CVRK01015469.1	68	0	42	0	29	0	72	1
CVRK01015470.1	0	0	0	0	0	0	6	0
CVRK01015471.1	0	0	0	0	0	0	0	0
CVRK01015472.1	0	0	0	0	0	0	166	0
CVRK01015473.1	0	0	0	0	0	0	3	0
CVRK01015474.1	0	0	0	0	0	0	3	0
CVRK01015475.1	0	0	0	0	0	0	46	0
CVRK01015476.1	0	0	0	0	0	0	5	0
CVRK01015477.1	0	0	0	0	0	0	0	0
CVRK01015478.1	112	1	117	11	88	3	83	0
CVRK01015479.1	0	0	0	0	0	0	0	0
CVRK01015480.1	0	0	0	0	0	0	0	0
CVRK01015481.1	0	0	0	0	0	0	16	0
CVRK01015482.1	0	0	0	0	0	0	13	0
CVRK01015483.1	0	0	0	0	0	0	43	0
CVRK01015484.1	0	0	0	0	0	0	19	0
CVRK01015485.1	0	0	0	0	0	0	83	0
CVRK01015486.1	0	0	0	0	0	0	6	0
CVRK01015487.1	0	0	0	0	0	0	0	0
CVRK01015488.1	0	0	0	0	0	0	51	0
CVRK01015489.1	0	0	0	0	0	0	10	0
CVRK01015490.1	0	0	0	0	0	0	23	0
CVRK01015491.1	0	0	0	0	0	0	13	0
CVRK01015492.1	0	0	0	0	0	0	0	0
CVRK01015493.1	103	0	38	0	46	1	726	0
CVRK01015495.1	14	1	13	0	43	1	91	0
CVRK01015496.1	0	0	0	0	0	0	2	0
CVRK01015497.1	0	0	0	0	0	0	35	0
CVRK01015498.1	3651	16	1642	55	1241	37	2258	4
CVRK01015499.1	0	0	0	0	0	0	2	0
CVRK01015500.1	0	0	0	0	0	0	161	0
CVRK01015501.1	0	0	0	0	0	0	0	0
CVRK01015502.1	0	0	0	0	0	0	1	0
CVRK01015503.1	0	0	0	0	0	0	33	0
CVRK01015504.1	0	0	0	0	0	0	10	0
CVRK01015505.1	0	0	0	0	0	0	0	0
CVRK01015506.1	0	0	0	0	0	0	0	0
CVRK01015507.1	0	0	0	0	0	0	0	0
CVRK01015508.1	0	0	0	0	0	0	224	0
CVRK01015509.1	0	0	0	0	0	0	0	0
CVRK01015510.1	0	0	0	0	0	0	0	0
CVRK01015511.1	0	0	0	0	0	0	5	0
CVRK01015512.1	0	0	0	0	0	0	0	0
CVRK01015513.1	0	0	0	0	0	0	187	0
CVRK01015514.1	1517	3	871	0	1294	29	2147	18
CVRK01015515.1	0	0	0	0	0	0	48	0
CVRK01015516.1	0	0	0	0	0	0	0	0
CVRK01015517.1	0	0	0	0	0	0	1	0
CVRK01015518.1	0	0	0	0	0	0	102	0
CVRK01015519.1	0	0	0	0	0	0	92	0
CVRK01015520.1	0	0	0	0	0	0	281	0
CVRK01015521.1	0	0	0	0	0	0	182	0
CVRK01015522.1	0	0	0	0	21	0	245	0
CVRK01015523.1	0	0	0	0	0	0	0	0
CVRK01015524.1	0	0	0	0	0	0	27	0
CVRK01015525.1	0	0	0	0	0	0	17	0
CVRK01015526.1	207	4	294	5	304	7	109	0
CVRK01015527.1	0	0	0	0	0	0	9	0
CVRK01015528.1	0	0	0	0	0	0	1	0
CVRK01015529.1	0	0	0	0	0	0	0	0
CVRK01015530.1	0	0	0	0	0	0	28	0
CVRK01015531.1	2025	26	927	10	473	4	223	0
CVRK01015532.1	0	0	0	0	0	0	289	0
CVRK01015533.1	0	0	0	0	0	0	9	0
CVRK01015534.1	0	0	0	0	0	0	0	0
CVRK01015535.1	0	0	0	0	0	0	246	0
CVRK01015537.1	25	0	18	0	0	0	101	0
CVRK01015538.1	0	0	0	0	0	0	0	0
CVRK01015539.1	0	0	0	0	0	0	207	0
CVRK01015540.1	0	0	0	0	0	0	178	0
CVRK01015541.1	0	0	0	0	0	0	52	0
CVRK01015542.1	0	0	0	0	0	0	60	0
CVRK01015543.1	0	0	0	0	0	0	0	0
CVRK01015544.1	0	0	0	0	0	0	47	0
CVRK01015545.1	0	0	0	0	0	0	40	0
CVRK01015546.1	1222	7	962	0	1028	11	1712	0
CVRK01015547.1	1271	3	943	0	982	0	1620	0
CVRK01015548.1	0	0	0	0	0	0	7	0
CVRK01015549.1	0	0	0	0	0	0	0	0
CVRK01015550.1	0	0	0	0	0	0	13	0
CVRK01015551.1	0	0	0	0	0	0	96	0
CVRK01015552.1	4688	17	2130	262	2227	35	1531	27
CVRK01015553.1	0	0	0	0	0	0	24	0
CVRK01015554.1	0	0	0	0	0	0	0	0
CVRK01015555.1	0	0	0	0	0	0	0	0
CVRK01015556.1	0	0	0	0	0	0	0	0
CVRK01015557.1	0	0	0	0	0	0	0	0
CVRK01015558.1	0	0	0	0	0	0	0	0
CVRK01015559.1	32	0	24	0	8	0	50	0
CVRK01015560.1	0	0	0	0	0	0	4	0
CVRK01015561.1	49	5	25	0	119	2	238	0
CVRK01015562.1	0	0	0	0	0	0	0	0
CVRK01015563.1	0	0	0	0	0	0	10	0
CVRK01015564.1	0	0	0	0	0	0	101	0
CVRK01015565.1	0	0	0	0	0	0	29	0
CVRK01015566.1	0	0	0	0	0	0	70	0
CVRK01015567.1	171	34	178	4	243	54	14	26
CVRK01015568.1	1365	9	626	3	673	8	467	0
CVRK01015569.1	0	0	0	0	0	0	18	0
CVRK01015570.1	0	0	0	0	0	0	5	0
CVRK01015571.1	767	563	815	9	1474	68	63	6
CVRK01015572.1	0	0	0	0	0	0	0	0
CVRK01015573.1	0	0	0	0	0	0	0	0
CVRK01015574.1	18	1	0	0	13	0	14	0
CVRK01015575.1	0	0	0	0	0	0	2	0
CVRK01015576.1	0	0	0	0	0	0	13	0
CVRK01015577.1	17	0	12	0	11	1	37	12
CVRK01015578.1	38	2	22	1	16	1	51	5
CVRK01015579.1	0	0	0	0	0	0	3	0
CVRK01015580.1	0	0	0	0	0	0	0	0
CVRK01015581.1	0	0	0	0	0	0	0	0
CVRK01015582.1	0	0	0	0	0	0	11	0
CVRK01015584.1	0	0	0	0	0	0	14	0
CVRK01015585.1	0	0	0	0	52	0	5003	2
CVRK01015586.1	36	0	9	0	60	0	144	0
CVRK01015587.1	0	0	0	0	42	0	970	0
CVRK01015588.1	0	0	0	0	0	0	25	0
CVRK01015589.1	0	0	0	0	0	0	78	0
CVRK01015590.1	0	0	0	0	0	0	140	0
CVRK01015591.1	0	0	0	0	0	0	1	0
CVRK01015592.1	0	0	0	0	0	0	0	0
CVRK01015593.1	0	0	0	0	45	0	40	0
CVRK01015594.1	0	0	0	0	0	0	0	0
CVRK01015595.1	128	8	93	0	306	19	136	6
CVRK01015596.1	0	0	0	0	0	0	0	0
CVRK01015597.1	0	0	0	0	0	0	0	0
CVRK01015598.1	0	0	0	0	0	0	4	0
CVRK01015599.1	0	0	0	0	0	0	10	0
CVRK01015600.1	0	0	0	0	0	0	26	0
CVRK01015601.1	0	0	0	0	0	0	27	0
CVRK01015602.1	16	7	125	10	40	2	33	1
CVRK01015603.1	0	0	55	0	0	0	65	0
CVRK01015604.1	0	0	0	0	0	0	18	0
CVRK01015605.1	0	0	0	0	0	0	4	0
CVRK01015606.1	0	0	0	0	0	0	2	0
CVRK01015607.1	0	0	16	0	18	0	57	0
CVRK01015609.1	0	0	0	0	0	0	6	0
CVRK01015610.1	0	0	0	0	0	0	9	0
CVRK01015611.1	0	0	0	0	0	0	99	0
CVRK01015612.1	0	0	0	0	0	0	48	0
CVRK01015613.1	0	0	0	0	0	0	11	0
CVRK01015614.1	0	0	0	0	0	0	11	0
CVRK01015615.1	0	0	0	0	0	0	10	0
CVRK01015616.1	0	0	0	0	0	0	56	0
CVRK01015617.1	0	0	0	0	0	0	0	0
CVRK01015618.1	0	0	0	0	0	0	11	0
CVRK01015619.1	0	0	0	0	0	0	0	0
CVRK01015620.1	0	0	0	0	0	0	32	0
CVRK01015621.1	0	0	0	0	0	0	20	0
CVRK01015622.1	0	0	0	0	0	0	264	0
CVRK01015623.1	0	0	0	0	0	0	1	0
CVRK01015624.1	0	0	0	0	0	0	3	0
CVRK01015626.1	0	0	0	0	0	0	96	0
CVRK01015627.1	0	0	0	0	0	0	0	0
CVRK01015628.1	0	0	0	0	0	0	46	0
CVRK01015629.1	0	0	0	0	0	0	92	0
CVRK01015630.1	2286	1352	1759	7	1795	41	711	60
CVRK01015631.1	59	1	29	1	0	0	162	0
CVRK01015632.1	0	0	0	0	0	0	31	0
CVRK01015633.1	0	0	0	0	0	0	33	0
CVRK01015634.1	139	38	890	2	650	6	562	13
CVRK01015635.1	0	0	0	0	0	0	0	0
CVRK01015636.1	178	0	52	0	32	1	447	0
CVRK01015637.1	0	0	0	0	0	0	133	0
CVRK01015638.1	0	0	0	0	0	0	1	0
CVRK01015639.1	0	0	0	0	0	0	11	0
CVRK01015640.1	207	0	188	1	303	0	166	2
CVRK01015641.1	77	0	67	11	88	0	466	4
CVRK01015642.1	0	0	0	0	0	0	47	0
CVRK01015643.1	906	10	554	6	1074	12	464	1
CVRK01015644.1	547	0	280	0	1683	5	4861	6
CVRK01015645.1	0	0	0	0	0	0	11	0
CVRK01015646.1	0	0	0	0	0	0	60	0
CVRK01015647.1	0	0	0	0	0	0	2	0
CVRK01015648.1	250	4	445	4	53	1	148	0
CVRK01015649.1	0	0	0	0	0	0	27	0
CVRK01015650.1	0	0	0	0	0	0	16	0
CVRK01015651.1	0	0	0	0	0	0	4	0
CVRK01015652.1	0	0	0	0	0	0	1	0
CVRK01015653.1	0	0	0	0	0	0	0	0
CVRK01015654.1	0	0	0	0	0	0	8	0
CVRK01015655.1	0	0	0	0	0	0	0	0
CVRK01015656.1	84	0	41	1	3608	104	5401	197
CVRK01015657.1	5	1	11	0	3806	45	5563	281
CVRK01015658.1	0	0	0	0	0	0	2	0
CVRK01015659.1	0	0	0	0	0	0	12	0
CVRK01015660.1	0	0	0	0	0	0	83	0
CVRK01015661.1	0	0	0	0	0	0	60	0
CVRK01015662.1	0	0	0	0	0	0	42	0
CVRK01015663.1	0	0	0	0	0	0	54	0
CVRK01015664.1	0	0	0	0	0	0	93	0
CVRK01015665.1	2065	690	975	5	2705	487	1005	44
CVRK01015666.1	0	0	0	0	0	0	9	0
CVRK01015667.1	0	0	0	0	0	0	0	0
CVRK01015668.1	0	0	0	0	0	0	0	0
CVRK01015669.1	1066	7	718	6	1602	24	1090	420
CVRK01015670.1	0	0	0	0	0	0	0	0
CVRK01015671.1	0	0	0	0	0	0	31	0
CVRK01015672.1	0	0	0	0	0	0	0	0
CVRK01015673.1	0	0	0	0	0	0	25	0
CVRK01015674.1	0	0	0	0	0	0	2	0
CVRK01015675.1	0	0	0	0	0	0	1	0
CVRK01015676.1	0	0	0	0	0	0	112	0
CVRK01015677.1	0	0	0	0	0	0	332	0
CVRK01015678.1	16	0	3	0	0	0	96	0
CVRK01015679.1	75	25	19	0	1128	311	321	124
CVRK01015680.1	0	0	0	0	0	0	213	0
CVRK01015681.1	0	0	0	0	0	0	2	0
CVRK01015682.1	0	0	0	0	27	2	343	0
CVRK01015683.1	7	0	0	0	28	0	27	0
CVRK01015684.1	0	0	0	0	0	0	7	0
CVRK01015685.1	0	0	0	0	0	0	96	0
CVRK01015686.1	0	0	5	0	1475	54	218	1
CVRK01015687.1	0	0	0	0	0	0	25	0
CVRK01015688.1	27	2	22	0	65	0	120	0
CVRK01015689.1	0	0	0	0	0	0	196	0
CVRK01015690.1	110	2	92	1	66	9	93	1
CVRK01015691.1	0	0	0	0	0	0	61	0
CVRK01015692.1	0	0	0	0	0	0	0	0
CVRK01015693.1	0	0	0	0	0	0	0	0
CVRK01015694.1	0	0	0	0	0	0	715	0
CVRK01015695.1	5433	638	4149	165	8336	100	3764	397
CVRK01015696.1	0	0	0	0	0	0	305	0
CVRK01015697.1	193	1	95	0	77	1	79	0
CVRK01015698.1	0	0	0	0	0	0	5	0
CVRK01015699.1	0	0	0	0	0	0	21	0
CVRK01015700.1	0	0	0	0	0	0	24	0
CVRK01015701.1	0	0	0	0	0	0	15	0
CVRK01015702.1	982	0	291	0	1106	13	1290	11
CVRK01015703.1	0	0	0	0	0	0	17	0
CVRK01015704.1	0	0	0	0	0	0	9	0
CVRK01015705.1	0	0	0	0	0	0	53	0
CVRK01015706.1	0	0	0	0	0	0	0	0
CVRK01015707.1	2	0	0	0	62	0	71	0
CVRK01015708.1	78	0	42	0	36	0	110	0
CVRK01015709.1	0	0	0	0	0	0	11	0
CVRK01015710.1	0	0	0	0	0	0	3	0
CVRK01015711.1	0	0	0	0	0	0	53	0
CVRK01015712.1	0	0	0	0	0	0	2	0
CVRK01015713.1	0	0	0	0	0	0	96	0
CVRK01015714.1	26	0	13	0	246	0	1483	0
CVRK01015715.1	619	6	348	2	1731	59	575	0
CVRK01015717.1	420	4	143	2	77	24	40	1
CVRK01015718.1	0	0	0	0	0	0	0	0
CVRK01015719.1	0	0	0	0	0	0	50	0
CVRK01015720.1	0	0	0	0	0	0	25	0
CVRK01015721.1	0	0	0	0	0	0	25	0
CVRK01015722.1	0	0	0	0	0	0	23	0
CVRK01015723.1	0	0	0	0	0	0	83	0
CVRK01015724.1	0	0	0	0	0	0	0	0
CVRK01015725.1	0	0	0	0	0	0	0	0
CVRK01015726.1	0	0	0	0	0	0	3	0
CVRK01015727.1	0	0	0	0	0	0	0	0
CVRK01015728.1	0	0	0	0	0	0	0	0
CVRK01015729.1	80	0	30	0	32	0	717	0
CVRK01015730.1	438	3	94	3	386	7	1238	3
CVRK01015731.1	176	5	141	1	253	4	334	0
CVRK01015732.1	14	0	5	0	15	1	193	0
CVRK01015733.1	0	0	0	0	0	0	10	0
CVRK01015734.1	0	0	0	0	0	0	11	0
CVRK01015736.1	0	0	0	0	0	0	472	0
CVRK01015737.1	0	0	0	0	0	0	2	0
CVRK01015739.1	0	0	0	0	0	0	87	0
CVRK01015740.1	0	0	0	0	0	0	0	0
CVRK01015741.1	0	0	0	0	0	0	11	0
CVRK01015742.1	0	0	0	0	0	0	1	0
CVRK01015743.1	35	0	22	0	6	0	79	0
CVRK01015744.1	38	0	11	0	50	1	371	0
CVRK01015745.1	0	0	0	0	0	0	225	0
CVRK01015746.1	0	0	0	0	0	0	0	0
CVRK01015747.1	0	0	0	0	0	0	24	0
CVRK01015748.1	0	0	0	0	0	0	1	0
CVRK01015749.1	0	0	0	0	0	0	31	0
CVRK01015750.1	0	0	0	0	0	0	18	0
CVRK01015751.1	52	0	25	0	255	9	290	19
CVRK01015752.1	0	0	0	0	0	0	8	0
CVRK01015753.1	0	0	0	0	0	0	31	0
CVRK01015754.1	0	0	0	0	0	0	30	0
CVRK01015755.1	0	0	0	0	0	0	131	0
CVRK01015756.1	0	0	0	0	0	0	0	0
CVRK01015757.1	0	0	0	0	0	0	12	0
CVRK01015758.1	96	0	59	2	140	54	36	0
CVRK01015759.1	0	0	0	0	0	0	6	0
CVRK01015760.1	0	0	0	0	0	0	7	0
CVRK01015761.1	0	0	0	0	0	0	2	0
CVRK01015762.1	0	0	0	0	0	0	135	0
CVRK01015763.1	0	0	0	0	0	0	7	0
CVRK01015764.1	0	0	0	0	0	0	0	0
CVRK01015765.1	0	0	0	0	0	0	0	0
CVRK01015766.1	0	0	0	0	0	0	72	0
CVRK01015767.1	0	0	0	0	0	0	0	0
CVRK01015768.1	0	0	0	0	0	0	174	0
CVRK01015769.1	0	0	0	0	25	3	150	0
CVRK01015770.1	0	0	0	0	0	0	79	0
CVRK01015771.1	0	0	0	0	0	0	25	0
CVRK01015772.1	0	0	0	0	0	0	123	0
CVRK01015773.1	0	0	0	0	0	0	25	0
CVRK01015774.1	0	0	0	0	0	0	0	0
CVRK01015775.1	0	0	0	0	0	0	0	0
CVRK01015776.1	118	0	80	3	1329	24	1070	7
CVRK01015777.1	0	0	0	0	0	0	1	0
