GENE	S_alburnoides	S_alburnoides+N	S_pyrenaicus	S_pyrenaicus+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
CVRK01008913.1	0	0	0	0	16	0	114	0
CVRK01008914.1	0	0	0	0	0	0	30	0
CVRK01008915.1	0	0	0	0	0	0	488	0
CVRK01008916.1	0	0	0	0	0	0	458	0
CVRK01008917.1	0	0	0	0	0	0	288	0
CVRK01008918.1	0	0	115	6	58	2	138	4
CVRK01008919.1	904	46	1037	39	1190	24	1667	80
CVRK01008920.1	0	0	0	0	0	0	76	0
CVRK01008921.1	0	0	0	0	0	0	54	0
CVRK01008922.1	0	0	0	0	0	0	1	0
CVRK01008924.1	0	0	0	0	0	0	297	0
CVRK01008925.1	0	0	0	0	0	0	12	0
CVRK01008927.1	0	0	0	0	0	0	0	0
CVRK01008928.1	0	0	0	0	0	0	63	0
CVRK01008929.1	0	0	0	0	0	0	51	0
CVRK01008930.1	0	0	0	0	0	0	60	0
CVRK01008931.1	0	0	0	0	0	0	66	0
CVRK01008932.1	0	0	0	0	0	0	0	0
CVRK01008934.1	0	0	0	0	0	0	40	0
CVRK01008935.1	0	0	0	0	0	0	28	0
CVRK01008936.1	0	0	0	0	0	0	94	0
CVRK01008937.1	11	0	14	2	91	7	106	13
CVRK01008938.1	0	0	0	0	0	0	11	0
CVRK01008939.1	0	0	0	0	18	0	308	0
CVRK01008940.1	0	0	0	0	0	0	9	0
CVRK01008941.1	0	0	0	0	0	0	4	0
CVRK01008942.1	0	0	0	0	0	0	14	0
CVRK01008943.1	0	0	0	0	12	0	59	0
CVRK01008944.1	0	0	0	0	0	0	89	0
CVRK01008945.1	0	0	0	0	0	0	0	0
CVRK01008946.1	0	0	2	0	20	0	203	0
CVRK01008947.1	90	5	168	19	142	5	242	8
CVRK01008948.1	0	0	0	0	0	0	105	0
CVRK01008949.1	0	0	0	0	0	0	7	0
CVRK01008950.1	0	0	0	0	0	0	3	0
CVRK01008951.1	32	6	41	8	6	0	21	3
CVRK01008952.1	60	0	30	0	261	6	449	4
CVRK01008953.1	0	0	0	0	0	0	0	0
CVRK01008954.1	0	0	0	0	0	0	115	0
CVRK01008955.1	0	0	0	0	0	0	0	0
CVRK01008956.1	0	0	0	0	0	0	1	0
CVRK01008957.1	0	0	0	0	27	0	415	0
CVRK01008958.1	0	0	0	0	0	0	22	0
CVRK01008959.1	0	0	0	0	0	0	27	0
CVRK01008960.1	0	0	0	0	0	0	10	0
CVRK01008961.1	0	0	0	0	0	0	8	0
CVRK01008962.1	17	1	24	0	25	1	115	0
CVRK01008963.1	0	0	0	0	0	0	0	0
CVRK01008964.1	0	0	0	0	0	0	3	0
CVRK01008965.1	0	0	0	0	0	0	103	0
CVRK01008966.1	0	0	0	0	0	0	205	0
CVRK01008967.1	58	0	23	1	93	1	76	12
CVRK01008968.1	0	0	0	0	0	0	19	0
CVRK01008969.1	0	0	0	0	0	0	182	0
CVRK01008970.1	0	0	0	0	0	0	6	0
CVRK01008971.1	0	0	0	0	0	0	0	0
CVRK01008972.1	0	0	0	0	0	0	6	0
CVRK01008973.1	0	0	0	0	0	0	18	0
CVRK01008974.1	0	0	0	0	0	0	12	0
CVRK01008975.1	0	0	0	0	0	0	115	0
CVRK01008976.1	0	0	0	0	0	0	42	0
CVRK01008977.1	0	0	0	0	0	0	32	0
CVRK01008978.1	0	0	0	0	0	0	78	0
CVRK01008979.1	0	0	0	0	0	0	8	0
CVRK01008980.1	0	0	0	0	0	0	344	0
CVRK01008981.1	0	0	0	0	0	0	4	0
CVRK01008982.1	52	0	0	0	5	0	399	0
CVRK01008983.1	0	0	0	0	0	0	4	0
CVRK01008984.1	0	0	0	0	0	0	0	0
CVRK01008985.1	0	0	0	0	0	0	8	0
CVRK01008986.1	0	0	0	0	0	0	77	0
CVRK01008987.1	11	2	15	1	38	1	107	0
CVRK01008988.1	0	0	0	0	0	0	112	0
CVRK01008989.1	65141	1078	19883	675	96961	2944	23748	511
CVRK01008990.1	0	0	0	0	0	0	49	0
CVRK01008991.1	0	0	0	0	0	0	244	0
CVRK01008992.1	0	0	0	0	0	0	56	0
CVRK01008993.1	0	0	0	0	0	0	196	0
CVRK01008994.1	0	0	0	0	0	0	0	0
CVRK01008995.1	5	0	11	0	19	2	367	0
CVRK01008996.1	7	0	12	0	0	0	185	0
CVRK01008997.1	0	0	0	0	0	0	5	0
CVRK01008998.1	434	2	439	48	374	13	707	65
CVRK01008999.1	533	0	664	0	0	0	60	0
CVRK01009000.1	0	0	0	0	0	0	93	0
CVRK01009001.1	0	0	0	0	0	0	53	0
CVRK01009002.1	0	0	0	0	0	0	13	0
CVRK01009003.1	0	0	0	0	0	0	72	0
CVRK01009004.1	0	0	0	0	0	0	250	0
CVRK01009005.1	0	0	0	0	0	0	277	0
CVRK01009006.1	0	0	0	0	0	0	3	0
CVRK01009007.1	0	0	0	0	0	0	9	0
CVRK01009008.1	0	0	0	0	0	0	1	0
CVRK01009009.1	0	0	0	0	0	0	0	0
CVRK01009010.1	0	0	0	0	0	0	24	0
CVRK01009011.1	0	0	0	0	0	0	295	0
CVRK01009012.1	0	0	0	0	0	0	0	0
CVRK01009013.1	0	0	0	0	0	0	25	0
CVRK01009014.1	0	0	0	0	0	0	0	0
CVRK01009015.1	0	0	0	0	0	0	2	0
CVRK01009016.1	0	0	0	0	0	0	77	0
CVRK01009017.1	0	0	0	0	0	0	120	0
CVRK01009018.1	0	0	0	0	0	0	97	0
CVRK01009019.1	0	0	0	0	0	0	0	0
CVRK01009020.1	0	0	0	0	0	0	0	0
CVRK01009021.1	68	19	165	6	144	3	219	10
CVRK01009022.1	0	0	0	0	0	0	0	0
CVRK01009023.1	0	0	0	0	0	0	0	0
CVRK01009024.1	0	0	0	0	0	0	0	0
CVRK01009025.1	0	0	0	0	0	0	191	0
CVRK01009026.1	0	0	0	0	0	0	7	0
CVRK01009027.1	0	0	0	0	0	0	1	0
CVRK01009028.1	0	0	0	0	0	0	0	0
CVRK01009029.1	0	0	0	0	0	0	0	0
CVRK01009030.1	0	0	0	0	0	0	0	0
CVRK01009031.1	0	0	0	0	0	0	0	0
CVRK01009032.1	436	0	124	0	16	0	106	0
CVRK01009033.1	0	0	0	0	0	0	1	0
CVRK01009034.1	0	0	0	0	0	0	0	0
CVRK01009035.1	0	0	0	0	0	0	31	0
CVRK01009036.1	0	0	0	0	0	0	3	0
CVRK01009037.1	0	0	0	0	0	0	0	0
CVRK01009038.1	27	12	24	5	25	4	42	1
CVRK01009039.1	0	0	0	0	0	0	0	0
CVRK01009040.1	0	9	0	1	7	7	23	6
CVRK01009041.1	0	0	0	0	0	0	0	0
CVRK01009042.1	0	0	0	0	0	0	11	0
CVRK01009043.1	0	0	0	0	0	0	1	0
CVRK01009044.1	0	0	0	0	0	0	23	0
CVRK01009045.1	0	0	0	0	0	0	12	0
CVRK01009046.1	0	0	0	0	0	0	41	0
CVRK01009047.1	0	0	0	0	0	0	4	0
CVRK01009048.1	0	0	0	0	0	0	9	0
CVRK01009049.1	0	0	0	0	0	0	1	0
CVRK01009050.1	0	0	0	0	0	0	4	0
CVRK01009051.1	0	0	0	0	0	0	1	0
CVRK01009052.1	185	10	211	4	122	3	237	9
CVRK01009053.1	0	0	0	0	0	0	149	0
CVRK01009054.1	0	0	0	0	0	0	6	0
CVRK01009055.1	0	0	0	0	0	0	39	0
CVRK01009056.1	0	0	0	0	0	0	11	0
CVRK01009057.1	0	0	0	0	0	0	18	0
CVRK01009058.1	0	0	0	0	0	0	136	0
CVRK01009059.1	0	0	0	0	0	0	1	0
CVRK01009060.1	0	0	0	0	0	0	25	0
CVRK01009061.1	0	0	0	0	0	0	265	0
CVRK01009062.1	0	0	0	0	0	0	11	0
CVRK01009063.1	0	0	0	0	15	0	289	0
CVRK01009064.1	90	1	39	1	199	1	790	1
CVRK01009065.1	0	0	0	0	0	0	38	0
CVRK01009066.1	0	0	0	0	0	0	236	0
CVRK01009067.1	0	0	0	0	0	0	111	0
CVRK01009068.1	0	0	0	0	0	0	10	0
CVRK01009069.1	0	2	4	3	13	5	27	12
CVRK01009070.1	0	0	0	0	0	0	108	0
CVRK01009071.1	0	0	0	0	0	0	5	0
CVRK01009072.1	0	0	0	0	0	0	26	0
CVRK01009073.1	0	0	0	0	0	0	118	0
CVRK01009074.1	0	0	0	0	0	0	24	0
CVRK01009075.1	0	0	0	0	0	0	3	0
CVRK01009076.1	0	0	0	0	0	0	22	0
CVRK01009077.1	32	1	30	0	74	5	583	0
CVRK01009078.1	0	0	0	0	0	0	2	0
CVRK01009079.1	0	0	0	0	0	0	464	0
CVRK01009080.1	86	0	103	0	51	5	247	0
CVRK01009081.1	0	0	0	0	0	0	77	0
CVRK01009082.1	0	0	0	0	0	0	39	0
CVRK01009083.1	0	0	0	0	0	0	38	0
CVRK01009084.1	0	0	0	0	0	0	102	0
CVRK01009085.1	0	0	0	0	0	0	540	0
CVRK01009086.1	0	0	0	0	0	0	109	0
CVRK01009087.1	0	0	0	0	0	0	634	0
CVRK01009088.1	0	0	0	0	0	0	0	0
CVRK01009089.1	8	0	4	0	0	0	268	0
CVRK01009090.1	0	0	0	0	0	0	66	0
CVRK01009091.1	0	0	0	0	0	0	33	0
CVRK01009092.1	0	0	0	0	0	0	111	0
CVRK01009093.1	0	0	0	0	0	0	24	0
CVRK01009094.1	0	0	0	0	0	0	7	0
CVRK01009095.1	0	0	0	0	0	0	177	0
CVRK01009096.1	0	0	0	0	0	0	98	0
CVRK01009097.1	0	0	0	0	0	0	0	0
CVRK01009098.1	0	0	0	0	0	0	0	0
CVRK01009099.1	0	0	0	0	0	0	3	0
CVRK01009100.1	0	0	0	0	0	0	4	0
CVRK01009101.1	0	0	0	0	0	0	408	0
CVRK01009102.1	0	0	0	0	0	0	22	0
CVRK01009103.1	0	0	0	0	22	0	293	0
CVRK01009104.1	0	0	0	0	0	0	11	0
CVRK01009105.1	0	0	0	0	0	0	184	0
CVRK01009106.1	0	0	0	0	16	0	269	0
CVRK01009107.1	0	0	0	0	0	0	16	0
CVRK01009108.1	0	0	0	0	0	0	128	0
CVRK01009109.1	0	0	0	0	0	0	2	0
CVRK01009110.1	10	4	13	0	29	0	56	9
CVRK01009111.1	68	0	58	0	338	4	240	117
CVRK01009112.1	0	0	0	0	0	0	0	0
CVRK01009114.1	0	0	0	0	0	0	72	0
CVRK01009115.1	0	0	0	0	0	0	195	0
CVRK01009116.1	0	0	0	0	0	0	68	0
CVRK01009117.1	0	0	0	0	30	0	653	0
CVRK01009118.1	0	0	0	0	0	0	50	0
CVRK01009119.1	0	0	0	0	0	0	102	0
CVRK01009121.1	0	0	0	0	0	0	1	0
CVRK01009122.1	0	0	0	0	0	0	168	0
CVRK01009123.1	141	4	172	12	1246	34	1984	51
CVRK01009124.1	0	0	0	0	0	0	0	0
CVRK01009125.1	0	0	0	0	0	0	2	0
CVRK01009126.1	0	0	0	0	0	0	10	0
CVRK01009127.1	340	2	286	1	157	59	314	34
CVRK01009128.1	0	0	0	0	0	0	151	0
CVRK01009129.1	0	0	0	0	0	0	124	0
CVRK01009130.1	174	9	193	3	373	5	538	3
CVRK01009131.1	0	0	0	0	0	0	136	0
CVRK01009132.1	0	0	0	0	0	0	1	0
CVRK01009133.1	32	13	58	0	64	0	110	11
CVRK01009134.1	0	0	0	0	0	0	90	0
CVRK01009135.1	0	0	0	0	0	0	17	0
CVRK01009136.1	0	0	0	0	0	0	102	0
CVRK01009137.1	0	0	0	0	0	0	1	0
CVRK01009138.1	573	27	554	149	409	322	10	21
CVRK01009139.1	0	0	0	0	0	0	0	0
CVRK01009140.1	0	0	0	0	0	0	491	0
CVRK01009141.1	0	0	0	0	0	0	202	0
CVRK01009142.1	0	0	0	0	0	0	10	0
CVRK01009143.1	0	0	0	0	0	0	57	0
CVRK01009144.1	0	0	0	0	0	0	16	0
CVRK01009145.1	0	0	0	0	0	0	114	0
CVRK01009146.1	0	0	0	0	0	0	50	0
CVRK01009147.1	0	0	0	0	0	0	33	0
CVRK01009148.1	0	0	0	0	0	0	66	0
CVRK01009149.1	0	0	0	0	0	0	0	0
CVRK01009150.1	0	0	0	0	0	0	182	0
CVRK01009151.1	0	0	0	0	0	0	6	0
CVRK01009152.1	0	0	0	0	0	0	37	0
CVRK01009153.1	0	0	0	0	0	0	10	0
CVRK01009154.1	0	0	0	0	0	0	30	0
CVRK01009155.1	0	0	0	0	0	0	425	0
CVRK01009156.1	0	0	0	0	0	0	23	0
CVRK01009157.1	0	0	0	0	0	0	0	0
CVRK01009158.1	453	42	416	19	610	38	74	22
CVRK01009159.1	0	0	0	0	0	0	54	0
CVRK01009160.1	0	0	0	0	0	0	4	0
CVRK01009161.1	0	0	0	0	0	0	0	0
CVRK01009162.1	0	0	0	0	0	0	3	0
CVRK01009163.1	0	0	0	0	0	0	1	0
CVRK01009164.1	0	0	0	0	0	0	10	0
CVRK01009165.1	0	0	0	0	0	0	123	0
CVRK01009166.1	0	0	0	0	0	0	62	0
CVRK01009167.1	0	0	0	0	0	0	46	0
CVRK01009168.1	0	0	0	0	24	0	152	0
CVRK01009169.1	0	0	0	0	0	0	146	0
CVRK01009170.1	0	0	0	0	0	0	52	0
CVRK01009171.1	0	0	0	0	0	0	46	0
CVRK01009172.1	0	0	0	0	0	0	19	0
CVRK01009173.1	0	0	23	0	65	0	198	0
CVRK01009174.1	0	0	0	0	0	0	24	0
CVRK01009175.1	42	0	34	0	53	2	328	0
CVRK01009176.1	0	0	0	0	0	0	184	0
CVRK01009177.1	1255	174	1421	3	3170	113	2947	158
CVRK01009178.1	0	0	0	0	0	0	101	0
CVRK01009179.1	0	0	0	0	0	0	1	0
CVRK01009180.1	0	0	0	0	0	0	19	0
CVRK01009181.1	0	0	0	0	0	0	145	0
CVRK01009182.1	0	0	0	0	0	0	0	0
CVRK01009183.1	0	0	0	0	0	0	21	0
CVRK01009184.1	0	0	0	0	0	0	209	0
CVRK01009185.1	0	0	0	0	0	0	23	0
CVRK01009186.1	0	0	0	0	0	0	1	0
CVRK01009187.1	576	74	837	1	944	100	624	0
CVRK01009188.1	0	0	0	0	0	0	0	0
CVRK01009189.1	0	0	0	0	0	0	0	0
CVRK01009190.1	0	0	0	0	0	0	137	0
CVRK01009191.1	0	0	560	48	560	7	455	1
CVRK01009192.1	0	0	0	0	0	0	253	0
CVRK01009193.1	0	0	20	8	0	0	88	0
CVRK01009194.1	0	0	0	0	0	0	50	0
CVRK01009195.1	0	0	0	0	0	0	24	0
CVRK01009196.1	0	0	0	0	0	0	27	0
CVRK01009197.1	0	0	0	0	0	0	11	0
CVRK01009198.1	0	0	0	0	0	0	121	0
CVRK01009199.1	0	0	0	0	0	0	5	0
CVRK01009200.1	0	0	0	0	0	0	126	0
CVRK01009201.1	0	0	10	0	13	0	28	0
CVRK01009202.1	0	0	0	0	0	0	0	0
CVRK01009203.1	0	0	0	0	0	0	13	0
CVRK01009204.1	0	0	0	0	0	0	225	0
CVRK01009205.1	0	0	0	0	0	0	280	0
CVRK01009206.1	0	0	0	0	0	0	124	0
CVRK01009207.1	0	0	0	0	0	0	0	0
CVRK01009208.1	0	0	0	0	0	0	0	0
CVRK01009209.1	0	0	0	0	0	0	2	0
CVRK01009210.1	0	0	0	0	0	0	62	0
CVRK01009211.1	0	0	0	0	0	0	4	0
CVRK01009212.1	0	0	0	0	0	0	168	0
CVRK01009213.1	0	0	0	0	0	0	34	0
CVRK01009214.1	0	0	0	0	0	0	42	0
CVRK01009215.1	0	0	0	0	0	0	1	0
CVRK01009216.1	0	0	0	0	0	0	3	0
CVRK01009217.1	0	0	0	0	0	0	102	0
CVRK01009219.1	0	0	0	0	0	0	86	0
CVRK01009220.1	0	0	0	0	0	0	38	0
CVRK01009221.1	0	0	0	0	0	0	76	0
CVRK01009222.1	0	0	0	0	0	0	224	0
CVRK01009223.1	0	0	0	0	0	0	63	0
CVRK01009224.1	133	19	179	1	50	6	264	0
CVRK01009225.1	0	0	0	0	0	0	35	0
CVRK01009226.1	0	0	0	0	0	0	5	0
CVRK01009227.1	0	0	0	0	0	0	30	0
CVRK01009228.1	1349	188	1382	4	2206	113	2714	81
CVRK01009229.1	0	0	0	0	0	0	26	0
CVRK01009230.1	0	0	0	0	0	0	1	0
CVRK01009231.1	0	0	0	0	0	0	569	0
CVRK01009232.1	11	0	602	70	39	4	90	14
CVRK01009233.1	0	0	0	0	0	0	12	0
CVRK01009234.1	0	0	0	0	0	0	570	0
CVRK01009235.1	0	0	0	0	0	0	27	0
CVRK01009236.1	0	0	0	0	0	0	18	0
CVRK01009237.1	0	0	0	0	0	0	12	0
CVRK01009238.1	0	0	0	0	0	0	1	0
CVRK01009239.1	0	0	0	0	0	0	29	0
CVRK01009240.1	0	0	0	0	0	0	21	0
CVRK01009241.1	0	0	0	0	0	0	104	0
CVRK01009242.1	0	0	0	0	0	0	43	0
CVRK01009243.1	0	0	0	0	0	0	36	0
CVRK01009244.1	0	0	0	0	0	0	96	0
CVRK01009245.1	0	0	0	0	0	0	0	0
CVRK01009246.1	49	0	40	0	0	0	729	0
CVRK01009247.1	0	0	0	0	0	0	18	0
CVRK01009248.1	0	0	0	0	0	0	0	0
CVRK01009249.1	0	0	0	0	0	0	93	0
CVRK01009250.1	0	0	0	0	0	0	26	0
CVRK01009251.1	0	0	0	0	0	0	113	0
CVRK01009252.1	23	0	73	2	66	1	499	0
CVRK01009253.1	0	0	0	0	0	0	16	0
CVRK01009254.1	0	0	0	0	0	0	4	0
CVRK01009256.1	0	0	0	0	0	0	5	0
CVRK01009257.1	0	0	0	0	0	0	0	0
CVRK01009258.1	0	0	0	0	0	0	0	0
CVRK01009259.1	3	0	2	0	91	1	87	0
CVRK01009260.1	0	0	0	0	0	0	10	0
CVRK01009261.1	0	0	0	0	0	0	31	0
CVRK01009262.1	0	0	0	0	0	0	15	0
CVRK01009263.1	0	0	0	0	0	0	52	0
CVRK01009264.1	0	0	0	0	0	0	38	0
CVRK01009265.1	0	0	0	0	0	0	1	0
CVRK01009266.1	0	0	0	0	0	0	22	0
CVRK01009267.1	0	0	0	0	0	0	0	0
CVRK01009268.1	0	0	0	0	0	0	49	0
CVRK01009269.1	0	0	0	0	0	0	54	0
CVRK01009270.1	0	0	0	0	0	0	38	0
CVRK01009271.1	0	0	0	0	0	0	7	0
CVRK01009272.1	0	0	0	0	0	0	14	0
CVRK01009273.1	0	0	0	0	0	0	4	0
CVRK01009274.1	0	0	0	0	0	0	129	0
CVRK01009275.1	0	0	0	0	0	0	8	0
CVRK01009276.1	0	0	0	0	0	0	0	0
CVRK01009277.1	0	0	0	0	0	0	87	0
CVRK01009278.1	0	0	0	0	0	0	326	0
CVRK01009279.1	47	0	26	0	33	1	112	0
CVRK01009280.1	0	0	0	0	0	0	81	0
CVRK01009281.1	146	32	132	43	208	22	236	4
CVRK01009282.1	0	0	0	0	0	0	21	0
CVRK01009283.1	0	0	0	0	0	0	12	0
CVRK01009284.1	0	0	0	0	0	0	308	0
CVRK01009285.1	0	0	0	0	0	0	67	0
CVRK01009286.1	0	0	0	0	0	0	0	0
CVRK01009287.1	0	0	0	0	0	0	71	0
CVRK01009288.1	0	0	0	0	0	0	0	0
CVRK01009289.1	6	0	6	0	49	2	213	0
CVRK01009290.1	0	0	0	0	0	0	102	0
CVRK01009291.1	16	0	8	1	14	0	149	0
CVRK01009292.1	0	0	0	0	0	0	284	0
CVRK01009293.1	0	0	0	0	0	0	42	0
CVRK01009294.1	269	5	476	8	641	43	365	8
CVRK01009295.1	0	0	0	0	0	0	2	0
CVRK01009296.1	0	0	0	0	0	0	138	0
CVRK01009297.1	0	0	0	0	40	0	205	0
CVRK01009298.1	0	0	0	0	0	0	77	0
CVRK01009299.1	0	0	0	0	0	0	6	0
CVRK01009300.1	0	0	0	0	0	0	0	0
CVRK01009301.1	0	0	0	0	0	0	14	0
CVRK01009302.1	0	0	0	0	0	0	155	0
CVRK01009303.1	21	26	268	1	104	1	144	0
CVRK01009304.1	0	0	0	0	0	0	118	0
CVRK01009305.1	0	0	0	0	0	0	294	0
CVRK01009306.1	863	19	628	12	763	47	646	5
CVRK01009307.1	0	0	0	0	0	0	0	0
CVRK01009308.1	0	0	0	0	0	0	0	0
CVRK01009309.1	6	0	11	0	0	0	226	0
CVRK01009310.1	13	0	12	1	380	59	374	9
CVRK01009311.1	0	0	0	0	0	0	7	0
CVRK01009312.1	0	0	0	0	0	0	0	0
CVRK01009313.1	0	0	0	0	0	0	13	0
CVRK01009314.1	26	3	15	2	37	4	117	8
CVRK01009315.1	0	0	0	0	0	0	119	0
CVRK01009316.1	0	0	0	0	0	0	0	0
CVRK01009317.1	0	0	0	0	0	0	0	0
CVRK01009318.1	0	0	0	0	0	0	0	0
CVRK01009319.1	0	0	0	0	0	0	0	0
CVRK01009320.1	0	0	0	0	0	0	0	0
CVRK01009321.1	0	0	0	0	0	0	198	0
CVRK01009322.1	0	0	0	0	0	0	0	0
CVRK01009323.1	0	0	0	0	0	0	6	0
CVRK01009324.1	0	0	0	0	0	0	1	0
CVRK01009325.1	0	0	0	0	0	0	0	0
CVRK01009326.1	0	0	0	0	0	0	264	0
CVRK01009327.1	0	0	0	0	0	0	54	0
CVRK01009328.1	0	0	0	0	0	0	13	0
CVRK01009329.1	0	0	0	0	0	0	0	0
CVRK01009330.1	0	0	0	0	0	0	0	0
CVRK01009331.1	0	0	0	0	0	0	0	0
CVRK01009332.1	0	0	0	0	0	0	0	0
CVRK01009333.1	0	0	0	0	0	0	0	0
CVRK01009334.1	0	0	0	0	0	0	26	0
CVRK01009335.1	0	0	0	0	0	0	561	0
CVRK01009336.1	0	0	0	0	0	0	0	0
CVRK01009337.1	0	0	0	0	0	0	1	0
CVRK01009338.1	0	0	0	0	0	0	173	0
CVRK01009339.1	0	0	0	0	0	0	299	0
CVRK01009340.1	0	0	0	0	0	0	0	0
CVRK01009341.1	0	0	0	0	0	0	144	0
CVRK01009342.1	0	0	0	0	0	0	52	0
CVRK01009343.1	44	0	42	2	44	0	208	0
CVRK01009344.1	0	0	0	0	0	0	183	0
CVRK01009345.1	0	0	0	0	0	0	67	0
CVRK01009346.1	0	0	0	0	0	0	143	0
CVRK01009347.1	0	0	0	0	0	0	100	0
CVRK01009348.1	0	0	0	0	0	0	4	0
CVRK01009349.1	0	0	0	0	0	0	4	0
CVRK01009350.1	0	0	0	0	0	0	2	0
CVRK01009351.1	37	1	76	2	17	1	15	0
CVRK01009352.1	0	0	0	0	0	0	89	0
CVRK01009353.1	8	0	8	0	38	24	166	6
CVRK01009354.1	2385	473	3829	34	2345	109	29116	0
CVRK01009355.1	11	0	13	0	11	0	224	1
CVRK01009356.1	26457	3742	29582	2148	24295	2750	6995	2143
CVRK01009357.1	37	14	71	0	805	83	226	27
CVRK01009358.1	0	0	0	0	0	0	31	0
CVRK01009359.1	0	0	0	0	0	0	122	0
CVRK01009360.1	2	0	297	3	136	6	176	0
CVRK01009361.1	279	33	324	7	895	34	351	73
CVRK01009362.1	0	0	0	0	0	0	4	0
CVRK01009363.1	0	0	0	0	0	0	0	0
CVRK01009364.1	1990	32	2454	43	2206	238	447	151
CVRK01009365.1	0	0	0	0	0	0	52	0
CVRK01009366.1	0	0	0	0	0	0	43	0
CVRK01009367.1	0	0	0	0	0	0	113	0
CVRK01009368.1	44	0	106	0	124	7	142	0
CVRK01009369.1	0	0	0	0	0	0	101	0
CVRK01009370.1	0	0	0	0	0	0	96	0
CVRK01009371.1	0	0	0	0	0	0	6	0
CVRK01009372.1	0	0	0	0	0	0	80	0
CVRK01009373.1	0	0	0	0	0	0	8	0
CVRK01009374.1	294	12	348	29	577	24	802	11
CVRK01009375.1	0	0	0	0	0	0	0	0
CVRK01009376.1	17800	1630	14491	1609	32533	866	11007	4161
CVRK01009377.1	437	34	851	47	485	51	1592	20
CVRK01009378.1	0	0	0	0	0	0	2	0
CVRK01009379.1	0	0	0	0	0	0	2	0
CVRK01009380.1	0	0	0	0	0	0	90	0
CVRK01009381.1	59	2	65	2	43	1	234	1
CVRK01009382.1	0	0	0	0	0	0	0	0
CVRK01009383.1	0	0	0	0	0	0	0	0
CVRK01009384.1	0	0	0	0	0	0	165	0
CVRK01009385.1	40	2	30	1	76	1	471	41
CVRK01009386.1	0	0	0	0	0	0	3	0
CVRK01009387.1	0	0	0	0	0	0	141	0
CVRK01009388.1	0	0	0	0	0	0	51	0
CVRK01009389.1	0	0	0	0	0	0	2	0
CVRK01009390.1	0	0	0	0	0	0	1	0
CVRK01009391.1	0	0	0	0	0	0	0	0
CVRK01009392.1	0	0	0	0	0	0	0	0
CVRK01009393.1	0	0	0	0	0	0	19	0
CVRK01009394.1	0	0	0	0	0	0	0	0
CVRK01009395.1	0	0	0	0	0	0	128	0
CVRK01009397.1	0	0	0	0	10	3	56	0
CVRK01009398.1	0	0	0	0	0	0	2	0
CVRK01009399.1	0	0	0	0	0	0	7	0
CVRK01009400.1	0	0	0	0	0	0	107	0
CVRK01009401.1	0	0	0	0	0	0	0	0
CVRK01009402.1	0	0	0	0	0	0	0	0
CVRK01009403.1	0	0	0	0	0	0	27	0
CVRK01009404.1	0	0	0	0	0	0	0	0
CVRK01009405.1	0	0	0	0	0	0	165	0
CVRK01009407.1	0	0	0	0	0	0	189	0
CVRK01009408.1	0	0	0	0	0	0	49	0
CVRK01009409.1	0	0	0	0	0	0	0	0
CVRK01009410.1	0	0	0	0	0	0	142	0
CVRK01009411.1	0	0	0	0	0	0	0	0
CVRK01009412.1	0	0	0	0	0	0	32	0
CVRK01009413.1	0	0	0	0	0	0	184	0
CVRK01009414.1	0	0	0	0	0	0	75	0
CVRK01009415.1	0	0	0	0	11	0	14	0
CVRK01009416.1	0	0	36	0	0	0	798	0
CVRK01009417.1	0	0	0	0	0	0	2	0
CVRK01009418.1	0	0	0	0	0	0	0	0
CVRK01009419.1	0	0	0	0	0	0	55	0
CVRK01009421.1	0	0	0	0	0	0	0	0
CVRK01009422.1	0	0	0	0	0	0	89	0
CVRK01009423.1	0	0	0	0	0	0	8	0
CVRK01009424.1	0	0	0	0	0	0	0	0
CVRK01009425.1	0	0	0	0	0	0	0	0
CVRK01009426.1	0	0	0	0	0	0	5	0
CVRK01009427.1	0	0	0	0	0	0	0	0
CVRK01009428.1	0	0	0	0	0	0	0	0
CVRK01009429.1	0	0	0	0	0	0	34	0
CVRK01009430.1	0	0	0	0	0	0	304	0
CVRK01009431.1	0	0	0	0	0	0	26	0
CVRK01009432.1	0	0	0	0	0	0	36	0
CVRK01009433.1	0	0	0	0	0	0	0	0
CVRK01009434.1	0	0	0	0	0	0	31	0
CVRK01009435.1	16	0	0	0	17	1	19	0
CVRK01009436.1	0	0	0	0	0	0	0	0
CVRK01009437.1	0	0	0	0	0	0	0	0
CVRK01009438.1	0	0	0	0	0	0	0	0
CVRK01009439.1	0	0	0	0	0	0	0	0
CVRK01009440.1	0	0	0	0	0	0	0	0
CVRK01009441.1	245	0	160	1	87	3	203	0
CVRK01009442.1	0	0	0	0	0	0	29	0
CVRK01009443.1	73	21	206	7	82	16	64	9
CVRK01009444.1	0	0	0	0	0	0	49	0
CVRK01009445.1	27	45	139	33	82	30	39	2
CVRK01009446.1	0	0	0	0	0	0	2	0
CVRK01009447.1	0	0	0	0	0	0	128	0
CVRK01009448.1	0	0	0	0	0	0	3	0
CVRK01009449.1	0	0	0	0	0	0	0	0
CVRK01009450.1	0	0	0	0	0	0	0	0
CVRK01009451.1	0	0	0	0	0	0	2	0
CVRK01009452.1	0	0	0	0	0	0	0	0
CVRK01009453.1	52	0	14	8	136	2	23	8
CVRK01009454.1	0	0	0	0	0	0	43	0
CVRK01009455.1	0	0	0	0	0	0	138	0
